"F1-10"	"F1-11"	"F1-12"	"F1-13"	"F1-14"	"F1-15"	"F1-16"	"F1-17"	"F1-18"	"F1-19"	"F1-20"	"F1-21"	"F1-22"	"F1-7"	"F1-8"	"F1-9"	"F3-10"	"F3-11"	"F3-12"	"F3-7"	"F3-8"	"F3-9"
"Dysosmobacter sp. Marseille-Q4140"	3.40474508120219	3.17796593879652	3.36102622797087	3.3873431116359	3.04707692131351	3.54852765987092	3.09432764926064	3.18520636392871	3.08760428814556	3.15271465151047	3.1443507747259	3.18655346665651	3.1970685056362	2.8429430579717	3.75722444007291	2.53361969108605	4.09223935679129	4.07459842451552	3.45321028069037	3.4115280772171	2.95986776809692	3.86531904405395
"Pusillibacter faecalis"	4.01869092748304	3.64218585262555	3.99102860568405	3.92561162800885	3.66790624630979	4.03909967807194	3.70524565323729	3.7530924717539	3.69775667539214	3.713327846401	3.6586545272773	3.54914953415465	3.65108436986706	3.20784523843522	4.11632396145933	3.62657099517854	4.52025995833412	4.46410451174709	4.41163509792114	4.06612667634524	3.66167582161809	4.13821127295288
"Monoglobus pectinilyticus"	3.9074385439743	2.68137765419996	4.16654910496444	3.68836204114034	3.39013716680126	4.03382836448783	4.29773558944816	4.24795556385621	4.00908740490241	3.75621718260206	3.1091158316958	4.12520972183382	3.98921611546265	2.69258454553646	3.63721971906584	2.2438182174469	4.11469736993346	3.85441343579839	2.42312569309775	2.8200970001168	2.63549357906019	4.17187987696284
"Oscillibacter sp. NSJ-62"	3.50019703216615	3.63100925230491	3.60643595125494	3.59758801300563	2.79856597416534	3.77258794708726	3.41665627055805	3.32670789175306	3.47663149879448	3.13514473743813	3.23350633982672	2.9164118859888	3.44590637477515	3.17745421594235	3.91997956228156	3.28076237948749	4.19479132279208	4.12471258080422	4.13435799078042	3.6750036745163	3.31088731576084	4.04651537347163
"Vescimonas fastidiosa"	3.31819185146457	2.8135582291575	3.16824691095498	3.10554359081909	2.68611229947147	3.26210309226181	2.94997331790611	3.04537473180686	2.83424027929669	2.95454062969344	2.85426166841871	2.80252629303299	2.93895343241171	2.98841466638247	3.40038798257871	2.85757540443151	3.75644746899495	3.75427781658096	3.45584944983349	3.37219831100362	3.10114867498553	3.34278182764207
"Vescimonas coprocola"	2.83622024394152	2.95351953328868	3.28045852773498	3.23196047285225	2.728545326106	3.43817136943833	2.91738685854133	3.04606731548783	2.97337954059991	2.93287191453589	2.96773122872783	2.94734071092094	3.06888154782709	2.55244143350057	3.42782477164054	2.62911847339526	3.73023917561327	3.73125791709631	3.52558465663253	3.14355869158705	2.96488309427146	3.43026569312089
"Solibaculum mannosilyticum"	3.41382936979193	3.10150462155615	3.12857197033049	3.17231386641185	2.86671526734263	3.33258953175835	3.23402145881675	3.16882685207458	3.28440413191908	2.89300844867782	3.09268136819935	3.2121375172549	3.20559800614893	2.90612144237373	2.91641087272783	2.92760359714554	3.80217085616914	3.60686954533918	3.99030630686136	3.26444083496524	2.95223448145046	3.97725621975989
"Acutalibacter muris"	3.09188121440302	2.71777929289988	3.34111687513503	3.28062539503109	2.53243598302757	3.52845877432983	3.63873074752633	3.45050601736409	3.6997504165516	3.04219759830421	3.64795919392607	3.64954477810445	3.6551941776956	2.78837118763892	3.20739583672243	2.30535408180419	3.70771517752378	3.5477997648688	3.13062964930917	3.06380592886807	3.15905206053589	3.4702056825697
"Caproicibacterium amylolyticum"	2.57804553561704	2.19282284654951	2.75351185521478	2.65678865091676	2.19442742469609	2.67352379253733	2.66620689295291	2.56135692851852	2.74591717045236	2.16143500891484	2.70023823888504	2.73122282388463	2.72400383238752	1.92037577197505	2.43706933608827	1.73989669053431	3.00086391401696	2.77015908389725	2.91084489315078	2.95149451751825	2.47659365632672	2.758238090462
"Caproicibacterium lactatifermentans"	2.36902310839366	2.34160347868405	2.57400062021782	2.58790162293814	2.25642737237972	2.33024450376639	2.43668690961658	2.45675469864844	2.54885060747673	1.9628271341864	2.4675859994519	2.50734952455986	2.4502647662827	2.04866125431344	2.3090911611876	1.87067436216613	2.93146732993243	2.70561913866779	2.53504927712081	2.5392613451699	2.17084791187124	2.63743790333001
"Caproicibacter fermentans"	2.62149656183998	2.10852282037984	2.90757685268022	2.82094321960157	2.43219788042877	2.8188276272409	2.74385795254025	2.69333463431728	2.82368865012454	2.48683643409238	2.6172212106898	2.6605583935743	2.7037563679629	1.90130768171452	2.64509233088745	1.87398300660018	3.06656128214596	2.90814700914404	3.08829443279912	3.07135260198043	2.58233289677863	2.90303164328494
"Caproiciproducens sp. NJN-50"	2.55770753997291	2.20866164419124	2.75502504955349	2.67484780249678	2.28167878718774	2.46324567226131	2.47239946289847	2.45675469864844	2.47285279964334	2.38019974885317	2.42495908091081	2.53713704474347	2.5389205715306	2.02731895212335	2.63997650577041	1.83251159847214	3.06461107184697	2.91267010208838	2.57181750679626	2.64098820289302	2.31702533736895	2.73138661259395
"Ethanoligenens harbinense"	2.47163298225146	2.14602939937204	2.5995867574757	2.68360336244898	2.27894449386287	2.63812985044161	2.44589411447244	2.45405828738033	2.51396729439181	2.26148514103944	2.64128265915337	2.40496153301604	2.58774930837879	1.77818215655976	2.56732603488167	1.73082599495862	3.07299945139283	3.00875318416139	2.7767592976503	2.5640152204628	2.10747810012583	2.78475216328491
"Acetivibrio thermocellus"	2.06501699663438	1.71320057064941	2.36085721215599	2.02920483814377	1.84528720184635	2.28150038793593	2.34937282052048	2.31868486347917	2.5620554626775	1.93741011660246	2.45187660616093	2.46698993163717	2.51605331537595	1.67658582470966	1.76649088192858	1.59153886098083	2.15231647259367	1.80990355923508	1.92015814189945	0	1.91667704431582	2.47203104759329
"Acetivibrio clariflavus"	2.03831460529915	1.8108624034779	2.09918961056819	2.06665489217687	1.80636887885851	1.6733152402142	2.0502812183063	1.96910076687536	1.89524061445918	1.31867190982309	2.00847434664576	2.01599714838354	1.807239482073	1.6926373935154	1.7304236281152	1.2952900689741	2.11335236762952	1.72171350488529	1.94217348481	2.28752541525478	1.85060628256726	2.31270142488124
"Acetivibrio saccincola"	1.67104879432605	1.45490770330508	1.95918772249421	1.76281708681647	1.44734308183654	1.57049417685705	1.70569874839703	1.5821464958495	1.68103531342343	1.1633798109185	1.79177148758251	1.83600765761748	1.74539387979324	1.79093420723335	1.42067135452358	1.37496831374457	1.84901485552106	1.65381130091452	1.84650207269136	0	1.40409475446425	2.10180732681157
"Thermoclostridium stercorarium"	2.40450740173502	1.9365516606583	2.59633368753158	2.52456462132704	2.21556388702918	2.37014015591198	2.4504255380429	2.21013569109115	2.27625261079958	1.85079264558872	2.2641908749004	2.36762381418891	2.37789471405374	1.6599181438793	2.13680509361361	1.80635514464637	2.45975569172268	2.23807524391594	2.64573659487166	2.73160828408082	2.04169337030014	2.47454023716869
"Pseudoclostridium thermosuccinogenes"	2.34929064111917	1.71320057064941	2.62374900498086	2.40194640957693	2.0764665485372	2.01367957903265	2.27510331062163	2.24212911796018	2.2200207166786	1.71715752485646	2.24019224309199	2.23376291942491	2.19029777910885	1.94749450369525	2.06184353391403	1.39528457481168	2.54948565024481	2.32107531575873	2.5125510108306	2.71493418570087	2.25263624459678	2.47203104759329
"Ruminiclostridium herbifermentans"	2.03485834250826	1.72520146730953	2.0957567269134	1.76281708681647	1.44734308183654	1.38776036514425	1.93409442326121	1.70423419737264	1.63955889368545	0	1.90911647989708	1.73463102139804	1.8214165080711	1.92960478718551	1.76262817588845	1.55875188727372	2.17815206542588	2.05897465255504	1.92015814189945	0	1.68712429945456	2.30905438476812
"Ruminiclostridium cellulolyticum"	1.86249009802962	1.64765250795707	1.94964353390362	1.96822706934934	1.46556818354246	1.53601441669528	2.09337836069476	1.83459564973262	1.84402417747479	1.19342976212627	1.93754488998915	1.6947968909755	1.74539387979324	1.47141099226202	1.44552646487246	1.28261317693817	2.08321208230543	1.78042063581079	0	2.26416874913979	1.79533448719787	2.19207758245774
"Mageeibacillus indolicus"	1.7772337830315	1.60297981017288	1.89849750496418	2.01105244333163	1.66294556348756	2.06169838283903	2.20966305299408	1.85655412461481	2.15207951939614	1.82444700486023	2.35091107313154	2.26628325410477	2.31553010881079	1.27600387199803	1.73870140136998	1.09187802191753	2.07692463174672	1.89269914339287	2.54049633654984	2.38851612673995	1.47118585964721	2.25862552346456
"Clostridium sp. M62/1"	4.03160700925531	3.64089424430693	4.31395516148343	4.19490510031071	3.83671852956561	4.18288814488122	3.81653849071615	3.78918436838882	3.69956093029066	3.68300087373088	4.04629069362531	3.9148835157434	3.85169554571727	3.37444090196989	3.96710163040612	3.39524913261898	4.40910001838622	4.08063073974853	4.40569554054414	4.50194519682315	3.84686088848542	4.26964710598595
"Clostridium sp. SY8519"	2.98318471769267	2.7261269912075	3.34248595829218	3.28042605319674	2.83588219410661	3.21024220569828	3.20328069090442	3.06169931033439	3.26859083288895	2.78418828163133	3.29250943596379	3.31101792811105	3.29466671766996	2.50657736081238	2.94333311694351	2.31501187480064	3.25045735050233	2.87213959472459	3.39750319631047	3.47205530075619	3.01298069146175	3.27029782451544
"Clostridium sp. C1"	2.75639762926033	1.79097857033642	2.35898129440351	2.2074926857105	1.81042145071341	2.37145258564141	2.54702755669576	2.93554934738304	2.65950740526428	1.3601473066847	2.06739364325471	1.87627497413002	1.82604117293895	2.19467169118499	1.98997715000274	2.01369666185187	2.27247147753994	1.84808143358041	2.02052703008468	2.49926552283922	2.15504724189273	2.40111621790896
"Clostridium sp. DL-VIII"	2.74369522086388	2.22017282406593	2.76694446559257	2.19066137217219	2.42637700882963	1.65323920448716	2.00243137671838	1.82318552888851	1.68103531342343	0	1.88804796006718	1.55873411161444	1.72265349277796	2.96548967112605	2.04597230633499	2.3656651685986	2.08321208230543	2.00060626675648	1.98311489238533	2.08925779788898	2.02028347052384	2.37674240916223
"Clostridium sp. C5S11"	2.84544179802633	2.67478113290887	2.64176335412416	1.95154415753242	1.84528720184635	1.70484124987395	2.23258971856724	2.05162299991564	1.83717562152844	0	1.87553341492491	1.35950165879839	1.6797460315317	3.33102902115623	2.03159265551554	2.62093239299372	2.18807079070356	2.16655983796281	2.1444289174585	2.2394841917663	2.40860810039304	2.3860436236463
"Clostridium sp. BJN0001"	2.74504994731766	2.60263894886764	2.5406695108761	1.71423575859177	1.64560983129872	1.4886680889859	2.13258221040246	2.12672628065968	2.05089919546697	0	1.83217540010203	1.86514589590134	1.63212994414262	3.25564010981443	1.78530529073191	2.44771246613353	2.05082300694625	1.97797774684054	2.37040206787749	0	2.27517678266154	2.06486680800665
"Clostridium sp. BNL1100"	2.23660132499841	1.89855854093483	2.30712574272781	2.03274601444297	1.84528720184635	1.69871647494315	2.07236416253419	2.07812697029132	2.18428441808795	1.62015662504211	2.11926607111576	2.17163396468976	2.09507921967104	1.92960478718551	1.66758953485865	1.60399060602043	2.04404490071446	1.72171350488529	2.50084916048638	2.21331160451036	1.97886633379023	1.94753405627223
"Clostridium sp. JN-9"	2.36741255066038	1.8108624034779	2.41861259146468	1.64254138351047	1.64560983129872	1.66672580936168	2.03880387771848	2.11507674033996	2.05089919546697	1.44924151825886	2.07946808854644	2.06845261041799	2.22100150347662	2.55461226697938	1.61092936233192	1.66674268774706	1.91813602070066	1.8734325667735	1.92015814189945	0	1.90538786579697	2.16231364611533
"Clostridium sp. JN-1"	2.37698750698434	1.77014050814998	2.45173145509712	1.95996571532097	2.19108238340939	1.51769051676648	1.55798001295072	1.60183290210838	1.37916724456975	0	1.64150080028935	1.64160695791006	1.37489294587023	2.32262642504916	1.55835322679704	1.94943405340587	1.91813602070066	1.72171350488529	0	0	1.47118585964721	1.98771413203449
"Clostridium sp. 001"	2.20494555858037	1.53522404820184	1.99539582958804	1.56705484791056	1.65724352954084	1.71088084807385	2.01489709509458	1.79942456201992	1.90715365588157	1.50932636123382	1.94028800251212	1.81120218210071	2.06695296821081	2.28401739444314	1.49133754544189	1.60399060602043	1.96153699941839	1.66984461880232	1.81888543230278	0	1.92221346182497	2.14663005444979
"Clostridium sp. AWRP"	2.13096601805233	1.55317947935411	1.89303534902325	1.3251128300933	1.3875738658424	1.72851147942953	2.0502812183063	1.67270910834491	1.91298983208502	0	2.05075375074289	1.90804700202517	1.94587935093832	2.163842893246	1.53931148233267	1.45108621756213	2.08940980447872	1.61985159388475	0	0	1.48645567860766	1.82142077402633
"Clostridium sp. MF28"	3.03228456119375	3.48671180309251	2.75577967416922	2.76720862949042	2.2990440149888	1.90573581427066	2.61379825143415	2.47517488499915	2.33048753100473	0	0	0	0	3.91480236731438	2.01887656098518	3.10303779449155	0	2.26086393098834	0	0	2.96188085405145	0
"Clostridium perfringens"	3.70812624749682	3.3398198071862	3.46251463365994	2.82834638529955	2.61255138226088	2.5308876275752	3.03049826098598	3.05902080466818	2.84181839523846	1.93741011660246	2.68524978206757	2.59437096053497	2.55552843606892	4.0062250988084	2.83290223244368	3.43123288132254	2.99171370240567	3.02987068700506	2.90386741967164	3.54697870882363	3.22022334501291	3.08358293705291
"Clostridium cadaveris"	3.0716366001955	2.71415199788083	2.97216234262034	2.59375549975848	2.33784991201658	2.58220059708579	2.88048415899226	2.88546263285378	2.80847196051339	2.11877726981827	2.64182666817124	2.52743312072698	2.54599091653056	3.3515524841748	2.52115831059999	2.76055936731903	2.92612291559933	2.7695339119313	3.42730432152587	3.14355869158705	3.19951772590555	3.16219116785091
"Clostridium botulinum"	3.5485122826974	3.24224022480471	3.39329095194124	2.97178126977876	2.83282824823438	2.54164671813215	2.8270947887466	2.72778909137125	2.66158083284601	1.79639935154316	2.61549169180903	2.47259288603755	2.52534519596222	3.88851216045355	2.72816089137748	3.23774875549515	2.94282609182631	2.92245813455783	2.91997716285473	3.17413423069881	3.08253763483497	3.0496705373837
"Clostridium argentinense"	2.98746292165241	2.03391136423623	3.37174548043616	2.76329099292139	3.09612785105025	1.7670629408263	2.08299835091387	1.67270910834491	1.73665310146285	0	1.43680038546969	1.18387127034185	1.54483468458002	2.82005361590137	2.36970269778891	2.45899886253081	2.48769023596489	2.3175470307571	1.84650207269136	0	1.78790339260829	2.40406896528952
"Clostridium baratii"	3.38397130996001	3.21475559639318	3.06760292978943	2.32640996398362	2.18088983842718	1.85286093627224	2.60441392354225	2.38374653004733	2.13849772731797	1.13109503544776	1.4621939128615	1.30164143904772	1.28892323413718	3.88173416858317	2.422881810568	3.12890010263986	2.58823769251978	2.52704925786931	2.4159744292892	2.65094986298836	2.8502826696879	2.75035551371225
"Clostridium butyricum"	3.1622421412802	3.08888169380369	2.9661656847329	2.42541624201051	2.12599692475931	1.95968375608475	2.46809272360377	2.42613132536984	2.30303704268919	1.43282519185638	2.21333371522801	2.0392578786636	1.85280036182616	3.69868282858215	2.31890162413943	2.94333791837902	2.4950069195428	2.4415192511796	2.6149323696438	2.62035202328087	2.79274904547955	2.78106211089417
"Clostridium kluyveri"	2.57705094114158	2.1549209147945	2.72614003978575	2.48409626727825	2.36567906060834	2.0643642628048	2.31995436708474	2.31123310089053	2.20548623093231	1.62015662504211	2.36758380120821	2.18533082815213	2.11680943541895	2.51614585097149	2.10624822212379	2.05903313685902	2.42990007689501	2.18617234104582	2.67449986151189	2.73160828408082	2.42273594285174	2.43254217152043
"Clostridium gasigenes"	3.04973181816405	2.74007430169697	2.92934768014822	2.35082063657173	2.64913665430155	1.66672580936168	2.34364639386859	2.03773870037213	1.82314574545731	0	1.71628703504753	1.64160695791006	1.37489294587023	3.40605002842092	2.28993298088488	2.74884747650933	2.42990007689501	2.35971516233355	2.02052703008468	2.30968979271562	2.36124094816709	2.4297774002896
"Clostridium bornimense"	2.85969686663847	2.27019174038913	2.95677527723669	2.4064447045905	2.65494541110936	1.6925040863699	2.20966305299408	2.2920243464264	2.00650650126226	0	1.55110101859499	1.35950165879839	1.6797460315317	3.02510130684253	1.97596141950127	2.48235539659179	2.52309996492189	2.37238786070656	2.45060832296991	2.26416874913979	1.99776312354025	2.34082500544753
"Clostridium beijerinckii"	3.22097247478268	2.75690123062758	3.1386795644371	2.53356255545005	2.71719594163007	2.31707902332702	2.66345542429142	2.58798844793683	2.37670689270789	1.63089157520914	2.386585614364	2.38328823923211	2.47983372720301	3.52410874243796	2.32638165947253	2.92085091922907	2.77041657825146	2.63150799922174	2.68237978466799	2.96603722819314	2.95172079351672	2.7908334206738
"Clostridium pasteurianum"	2.74707414624651	2.21253270434974	2.91963392550285	2.42541624201051	2.65494541110936	2.01068255194397	2.26830047270021	2.10310607850969	2.23684340678088	1.46505984354276	2.21187302805802	2.2409394845264	2.28942551800776	2.87516283481994	2.08829467582915	2.33256098555019	2.30362418400891	2.1764767913473	2.33712635891115	0	2.19499093603867	2.30537645864525
"Clostridium septicum"	3.14157212320912	2.83060305324448	2.82658566335469	2.14684507244035	1.96773781145602	1.41229706313192	2.27510331062163	2.03773870037213	1.85076641039993	0	1.30548757205893	1.15593466220172	1.16085286498954	3.51352748029958	2.2476098888983	2.85654729430578	2.48769023596489	2.31577208055679	2.3194808459458	2.12374781000039	2.61811706240967	2.46696875366867
"Clostridium manihotivorum"	2.88638754990744	2.38773563317506	2.7474057966104	2.2003589878096	2.25642737237972	1.7563929580315	2.02701496642311	1.88754080121333	1.75371477148587	1.39800478196246	1.92071208982624	1.51049800514087	1.8351453343496	3.095327585268	2.08645781586043	2.60162083023002	2.23891025318639	2.1326704231033	2.48268307971113	2.59868615265565	2.29660493022088	2.34421577463419
