"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"Unclassified.Bradyrhizobiaceae.Family"	473	608	369	708	756	634	1041	1239	723	865	1151	1003	937	221	906	397	825	871	846	672	802	839	858	973	1092	1025	928
"Unclassified.Brucellaceae.Family"	5	10	11	4	4	4	11	17	12	32	6	8	7	909	6	709	22	16	12	18	10	12	17	9	10	10	13
"Unclassified.Burkholderiaceae.Family"	36	89	41	5	10	3	77	89	63	84	120	80	79	27	80	42	8	21	20	8	7	7	10	18	12	8	16
"Unclassified.Burkholderiales.Order"	604	906	475	277	197	193	830	968	577	1793	918	1212	619	479	621	555	237	360	313	239	238	321	245	584	351	332	376
"Unclassified.Burkholderiales_incertae_sedis.Family"	17	29	14	16	14	9	35	27	17	54	17	30	12	15	17	17	25	12	16	13	7	12	21	28	18	16	19
"Unclassified.Caldilineaceae.Family"	9	16	7	37	36	30	42	34	48	31	33	37	32	7	30	10	38	39	34	30	49	27	24	37	32	38	34
"Unclassified.Caulobacteraceae.Family"	22	37	21	16	14	6	16	22	27	28	23	22	26	8	27	29	16	11	15	17	18	15	10	16	12	10	14
"Unclassified.Caulobacterales.Order"	2	7	0	2	0	0	3	6	6	6	4	2	7	4	5	4	0	2	2	2	0	1	0	2	2	1	0
"Unclassified.Cellulomonadaceae.Family"	16	9	0	0	0	0	10	3	4	4	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"Unclassified.Chitinophagaceae.Family"	534	827	507	189	175	177	1270	1183	807	815	1260	1144	840	579	759	617	217	318	323	233	293	268	260	399	426	285	312
"Unclassified.Chlamydiales.Order"	12	26	10	119	129	101	32	19	31	41	22	44	27	4	78	11	125	164	130	88	155	141	128	155	145	169	174
"Unclassified.Chloroflexi.Phylum"	415	804	420	411	405	299	1178	1220	863	908	1143	979	957	198	1151	410	415	497	425	360	505	462	401	416	459	449	524
"Unclassified.Chloroflexia.Class"	32	67	32	75	54	30	106	108	63	74	68	74	68	17	67	28	57	80	67	58	65	46	48	60	48	53	69
"Unclassified.Chloroplast.Family"	3	3	6	0	0	0	5	14	43	34	12	17	8	3	21	3	0	0	2	3	0	0	0	0	4	1	6
"Unclassified.Chromatiales.Order"	0	0	0	7	6	5	0	3	0	2	3	2	0	1	0	0	5	10	8	6	7	9	2	4	3	5	4
"Unclassified.Clostridia.Class"	13	17	5	27	22	13	14	10	11	10	20	9	13	1	15	3	29	22	30	20	21	12	12	29	22	27	33
"Unclassified.Clostridiaceae.1.Family"	142	162	105	261	173	105	121	139	120	106	156	139	119	24	142	47	178	247	197	166	153	130	134	166	160	147	227
"Unclassified.Clostridiales.Order"	143	105	64	196	160	105	92	76	73	51	84	69	54	15	81	31	134	216	172	130	141	140	142	173	136	148	239
"Unclassified.Comamonadaceae.Family"	126	164	88	26	38	26	202	269	147	1138	160	395	129	170	136	165	45	89	82	67	46	76	52	178	94	75	101
"Unclassified.Cryomorphaceae.Family"	0	0	0	0	0	0	0	2	4	4	2	6	4	7	5	6	2	0	0	0	0	1	0	0	2	0	1
"Unclassified.Cryptosporangiaceae.Family"	14	23	12	0	0	0	14	20	13	12	16	11	11	1	19	4	0	0	0	0	1	0	0	0	3	0	4
"Unclassified.Cyanobacteria.Class"	58	90	106	2	0	0	219	123	228	81	175	173	43	14	77	38	0	0	2	0	0	1	0	0	0	0	0
"Unclassified.Cyanobacteria.Chloroplast.Phylum"	7	5	9	0	0	0	12	8	15	9	10	13	4	1	14	5	0	0	0	0	0	0	0	0	0	0	0
"Unclassified.Cystobacteraceae.Family"	10	24	10	21	30	19	31	21	13	26	23	26	22	7	25	7	26	16	20	9	21	20	19	33	17	20	26
"Unclassified.Cytophagaceae.Family"	12	34	12	10	8	12	35	54	25	50	43	52	29	64	10	40	6	15	14	12	14	18	15	13	17	19	11
"Unclassified.Cytophagales.Order"	15	20	8	22	22	10	48	54	47	58	46	67	37	26	32	31	6	23	23	15	18	22	12	21	34	23	20
"Unclassified.Deinococcaceae.Family"	2	0	0	3	0	0	3	12	5	2	3	4	2	8	0	8	6	5	11	7	3	6	4	6	4	7	17
"Unclassified.Deinococci.Class"	0	0	0	0	0	0	3	2	0	0	0	0	2	2	0	3	2	0	1	0	0	1	2	0	0	0	2
"Unclassified.Deltaproteobacteria.Class"	119	134	85	874	899	707	204	198	205	211	254	229	204	52	254	69	807	822	815	533	774	659	619	725	689	700	738
"Unclassified.Desulfuromonadales.Order"	18	4	3	9	15	9	4	0	5	4	7	2	5	2	7	2	6	12	12	0	8	1	5	4	6	9	9
"Unclassified.Enterobacteriaceae.Family"	3	7	6	0	0	0	0	5	3	24	0	8	2	0	0	1	0	2	0	0	0	0	2	0	0	0	0
"Unclassified.Erythrobacteraceae.Family"	13	27	25	10	7	8	48	34	23	26	23	40	25	4	14	6	23	19	33	17	25	33	19	25	28	23	21
"Unclassified.Euryarchaeota.Phylum"	6	8	11	0	0	0	46	79	59	108	34	54	48	11	46	26	0	0	0	0	0	0	0	0	0	0	0
"Unclassified.Firmicutes.Phylum"	879	1116	679	829	816	480	1246	1055	1059	1016	1438	1345	1007	187	1621	423	820	983	773	643	912	811	793	941	871	813	910
"Unclassified.Flavobacteriaceae.Family"	8	11	14	32	44	76	2	6	0	3382	4	892	2	176	0	112	50	53	41	35	34	45	40	36	53	38	23
"Unclassified.Flavobacteriales.Order"	0	0	3	6	7	12	9	0	2	12	4	9	2	2	5	1	10	9	9	5	6	9	5	7	12	9	6
"Unclassified.Gammaproteobacteria.Class"	346	500	238	940	914	694	699	769	666	725	837	666	1001	223	1037	436	944	954	938	670	897	967	856	973	1029	985	921
"Unclassified.Geobacteraceae.Family"	7	2	0	6	10	2	4	0	2	3	0	0	3	0	3	3	3	3	6	9	7	1	5	3	4	4	7
"Unclassified.Geodermatophilaceae.Family"	129	237	150	11	6	9	224	192	109	126	181	158	99	28	181	69	13	14	12	15	8	9	5	10	10	11	16
"Unclassified.Hyphomicrobiaceae.Family"	131	156	81	717	746	532	188	212	129	157	200	194	168	31	237	78	821	749	682	549	790	682	616	704	608	706	719
"Unclassified.Iamiaceae.Family"	39	77	54	129	112	145	140	149	112	110	145	108	124	20	122	62	143	145	137	125	171	166	137	153	132	145	139
"Unclassified.Intrasporangiaceae.Family"	1981	2861	1907	273	234	245	1366	1063	690	777	1015	1163	778	223	839	436	514	322	459	324	287	503	321	376	321	410	423
"Unclassified.Kineosporiaceae.Family"	15	35	13	0	2	0	33	32	21	16	39	22	19	8	29	9	1	0	0	0	3	0	0	0	1	3	2
"Unclassified.Ktedonobacterales.Order"	877	1436	864	379	379	238	1545	1601	1510	1452	1681	1674	1408	289	1969	601	327	301	312	218	307	464	322	327	443	422	368
"Unclassified.Ktedonobacteria.Class"	83	126	92	19	18	24	184	167	149	188	180	172	200	25	223	70	22	11	12	11	18	18	7	15	23	16	12
"Unclassified.Lachnospiraceae.Family"	36	41	36	132	120	97	28	24	25	25	28	34	27	4	34	10	127	147	136	109	159	79	118	123	121	126	146
"Unclassified.Methylobacteriaceae.Family"	7	15	6	3	0	0	22	19	7	15	19	14	16	6	10	1	6	8	3	5	1	7	5	4	3	3	4
"Unclassified.Methylococcaceae.Family"	0	0	0	4	4	6	0	0	0	0	0	0	0	0	0	0	0	7	8	3	0	0	0	1	1	5	2
"Unclassified.Methylocystaceae.Family"	8	7	3	2	4	5	24	21	12	6	15	9	12	2	8	3	3	6	2	2	3	0	4	2	2	1	6
"Unclassified.Methylophilaceae.Family"	0	0	0	0	0	0	9	0	2	0	0	2	2	3	2	3	0	0	5	0	0	0	0	0	2	3	0
"Unclassified.Microbacteriaceae.Family"	223	253	155	8	17	7	125	130	109	88	123	127	78	28	94	44	9	26	15	11	21	12	16	9	14	9	11
"Unclassified.Micrococcaceae.Family"	689	1205	624	50	96	35	551	579	268	357	498	528	320	193	359	231	272	159	196	181	116	322	186	198	224	335	286
"Unclassified.Micromonosporaceae.Family"	1139	1470	666	1620	1690	1288	1164	1083	1206	985	1276	1200	874	184	1538	500	1731	1769	1709	1305	1778	1846	1438	1685	1610	1532	1763
"Unclassified.Mycobacteriaceae.Family"	33	60	19	46	39	39	58	68	45	61	69	78	58	14	53	22	30	32	36	25	27	40	26	38	32	30	32
"Unclassified.Myxococcaceae.Family"	7	24	4	28	36	44	22	21	26	22	13	20	17	10	24	9	34	38	31	24	41	36	20	35	23	32	30
"Unclassified.Myxococcales.Order"	462	641	347	889	859	726	980	801	745	883	963	903	879	177	939	374	856	884	848	586	979	863	757	897	899	823	882
"Unclassified.Nannocystaceae.Family"	0	0	0	3	7	0	0	3	2	3	0	0	0	0	0	0	3	7	0	0	4	1	2	2	1	2	7
"Unclassified.Neisseriaceae.Family"	0	4	0	0	2	0	0	0	0	2	0	0	0	1	2	0	1	4	2	4	3	0	2	15	7	2	3
"Unclassified.Nocardiaceae.Family"	13	20	13	17	32	22	8	9	5	8	10	10	11	2	10	2	23	14	17	15	38	20	16	22	87	24	25
"Unclassified.Nocardioidaceae.Family"	580	594	503	526	447	428	473	380	247	254	401	408	286	66	261	150	650	636	705	508	571	700	545	574	546	763	809
"Unclassified.Opitutae.Class"	0	0	0	0	3	0	0	0	0	2	0	3	4	1	1	0	3	1	0	2	3	6	3	2	2	0	3
"Unclassified.Oxalobacteraceae.Family"	1551	1835	1161	114	88	28	240	292	194	467	281	350	197	150	200	171	239	180	473	237	85	185	126	474	122	100	294
"Unclassified.Paenibacillaceae.1.Family"	350	440	274	165	148	92	417	391	399	325	390	371	313	126	542	166	162	182	153	115	175	135	151	144	152	134	145
"Unclassified.Paenibacillaceae.2.Family"	75	110	71	51	46	23	134	119	75	80	115	113	69	15	131	40	35	52	52	25	40	53	36	53	46	37	38
"Unclassified.Parachlamydiaceae.Family"	87	89	50	245	256	165	154	128	162	118	138	144	120	42	154	62	336	348	328	255	318	371	324	344	362	310	391
"Unclassified.Peptococcaceae.1.Family"	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	0	2	4	2	4	0
"Unclassified.Peptostreptococcaceae.Family"	15	7	6	20	10	16	1	2	0	6	5	5	3	1	3	3	20	20	12	8	8	7	11	18	23	16	9
"Unclassified.Phycisphaerae.Class"	0	0	2	31	29	41	3	0	0	0	0	0	0	0	1	0	31	31	35	24	37	28	26	26	26	40	30
"Unclassified.Phyllobacteriaceae.Family"	15	44	10	14	22	15	21	26	21	9	24	10	14	4	40	13	25	26	24	21	24	26	25	40	41	21	23
"Unclassified.Planctomycetaceae.Family"	1343	2120	1179	3338	3264	2668	2642	2941	1845	2521	2850	2823	2541	448	3337	1164	3576	3760	3285	2568	3667	3345	3220	3677	3585	3598	3788
"Unclassified.Planctomycetes.Phylum"	4	6	8	23	39	23	9	9	7	11	12	8	9	2	14	1	47	43	33	35	36	37	28	42	39	38	29
"Unclassified.Planctomycetia.Class"	12	9	9	15	27	15	11	15	13	21	8	20	13	1	21	7	28	23	20	18	24	26	15	14	20	23	21
"Unclassified.Planococcaceae.Family"	376	468	287	216	188	137	490	454	398	380	609	542	355	69	620	176	211	191	178	136	189	230	169	211	226	206	208
"Unclassified.Polyangiaceae.Family"	23	37	34	100	116	92	100	145	83	166	116	107	74	43	83	66	114	126	132	98	117	117	94	97	123	100	127
"Unclassified.Promicromonosporaceae.Family"	103	59	27	2	0	0	28	29	12	16	30	28	34	5	19	11	0	0	0	0	2	1	0	0	0	0	2
"Unclassified.Propionibacteriaceae.Family"	19	22	17	62	67	64	29	51	47	13	34	25	22	4	33	11	74	70	57	57	59	65	73	60	65	71	65
"Unclassified.Proteobacteria.Phylum"	1229	1395	832	2873	2911	2402	2149	2257	1566	2245	2601	2398	1919	1747	2077	2330	2661	2763	2626	1887	2864	2813	2391	2987	2816	2868	2663
"Unclassified.Pseudomonadaceae.Family"	3	9	9	0	3	0	0	0	3	0	2	0	0	100	0	96	0	15	4	3	3	0	4	107	42	0	1
"Unclassified.Pseudonocardiaceae.Family"	250	439	272	99	91	89	402	372	268	309	381	371	254	82	337	139	85	92	90	63	106	82	64	84	100	84	90
"Unclassified.Rhizobiaceae.Family"	30	43	23	29	24	15	84	143	87	477	99	197	55	6294	26	5347	79	140	100	98	95	68	72	158	145	110	119
"Unclassified.Rhizobiales.Order"	3806	4701	2683	26328	27625	24245	8384	8647	5757	8763	8577	8294	6592	48725	7744	44827	23959	22433	24024	17016	23340	23238	20147	22890	24110	24330	21797
"Unclassified.Rhizobiales_incertae_sedis.Family"	28	45	15	75	69	62	46	64	38	47	51	50	30	5	33	17	63	55	57	54	54	52	64	54	77	65	65
"Unclassified.Rhodobacteraceae.Family"	4	9	3	13	14	11	3	5	8	18	17	17	2	0	0	0	21	16	17	11	16	12	5	12	11	9	12
"Unclassified.Rhodobiaceae.Family"	92	139	79	2518	2630	2404	180	188	141	154	177	155	165	25	200	60	2811	2480	2871	1931	2401	2688	2212	2508	2370	2458	2436
"Unclassified.Rhodocyclaceae.Family"	6	34	8	28	26	17	30	27	24	21	27	20	21	2	33	11	14	20	15	17	24	16	23	20	15	19	20
"Unclassified.Rhodospirillaceae.Family"	134	169	113	341	378	305	252	241	229	225	261	230	227	39	295	113	355	346	346	244	328	356	317	372	333	330	359
"Unclassified.Rhodospirillales.Order"	753	1055	606	620	683	614	1107	1175	872	1028	1087	1095	1054	188	1258	452	611	581	549	428	606	657	555	644	628	584	575
"Unclassified.Ruminococcaceae.Family"	68	56	17	152	130	78	31	25	18	19	31	39	19	4	25	15	124	165	150	119	131	107	110	148	109	136	184
"Unclassified.Selenomonadales.Order"	2	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	3	2	3	0	1	2	2	4	2	4
"Unclassified.Sinobacteraceae.Family"	28	35	13	85	63	83	46	33	51	32	41	37	45	6	41	15	82	78	71	63	111	76	65	96	99	66	84
"Unclassified.Solirubrobacterales.Order"	805	1335	744	156	156	175	1525	1590	1050	1241	1393	1359	1199	181	1512	475	194	195	209	139	202	193	150	179	189	167	231
"Unclassified.Spartobacteria.Class"	182	211	165	722	824	771	379	349	357	384	368	428	336	107	400	155	981	903	807	656	867	873	946	908	955	1046	872
"Unclassified.Sphaerobacteraceae.Family"	47	114	43	48	42	51	105	108	55	78	103	88	82	14	129	40	69	89	78	56	83	92	65	94	68	58	86
"Unclassified.Sphingobacteriaceae.Family"	127	161	97	15	17	10	84	118	56	78	87	109	68	24	62	32	23	22	22	14	17	35	20	28	55	53	23
"Unclassified.Sphingobacteriales.Order"	8	12	6	7	0	0	7	15	8	13	14	18	13	5	6	6	4	5	3	4	2	4	4	6	5	7	3
"Unclassified.Sphingomonadaceae.Family"	1722	2386	1628	549	554	416	3471	3300	2384	2110	2831	3122	2462	555	2231	1010	787	927	1209	894	765	935	748	916	806	902	1417
"Unclassified.Sphingomonadales.Order"	137	156	124	40	34	31	452	367	234	238	344	370	144	125	183	139	118	148	188	145	108	106	109	103	157	141	240
"Unclassified.Streptomycetaceae.Family"	242	511	259	349	384	287	421	406	234	284	427	376	335	70	420	139	278	370	321	234	315	271	226	307	322	344	369
"Unclassified.Streptosporangiaceae.Family"	197	344	224	152	162	126	316	296	300	249	298	290	476	51	366	158	192	136	166	197	149	179	156	163	161	152	387
"Unclassified.Subdivision3.Class"	41	35	34	83	78	52	63	84	88	76	66	63	69	12	86	29	50	88	60	46	59	72	48	65	69	91	61
"Unclassified.Syntrophobacteraceae.Family"	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	2	4	5	4	1	0	6	7	2	2	9
"Unclassified.Thaumarchaeota.Phylum"	3	0	2	0	0	0	0	2	2	2	3	4	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0
"Unclassified.Thermoactinomycetaceae.1.Family"	11	20	8	73	79	46	20	12	20	17	19	22	14	5	28	10	66	78	127	69	56	61	67	73	74	68	80
"Unclassified.Thermomicrobia.Class"	20	28	15	25	31	31	21	33	19	22	21	22	23	3	22	11	39	28	40	40	42	45	42	40	41	41	39
"Unclassified.Thermomonosporaceae.Family"	153	132	60	92	114	78	161	142	121	111	161	143	169	20	165	60	92	98	111	77	97	130	89	89	105	77	109
"Unclassified.Thermoplasmata.Class"	10	12	4	0	6	0	50	89	48	180	49	63	90	14	77	32	0	0	0	0	0	0	0	0	0	0	0
"Unclassified.Veillonellaceae.Family"	8	16	4	36	23	14	16	19	10	9	7	11	7	2	19	4	24	37	35	37	31	15	23	42	34	38	51
"Unclassified.Verrucomicrobia.Phylum"	242	315	216	1215	1404	1200	512	447	579	551	477	521	455	130	542	231	1406	1281	1210	880	1397	1450	1245	1563	1567	1594	1230
"Unclassified.Verrucomicrobiaceae.Family"	6	3	4	16	11	9	45	31	35	71	76	66	37	15	8	17	58	65	61	42	88	65	65	159	106	115	60
"Unclassified.Woesearchaeota.Phylum"	0	0	2	0	0	0	7	23	22	22	15	19	11	4	15	6	0	2	0	2	0	0	0	0	0	0	0
"Unclassified.Xanthobacteraceae.Family"	2	0	2	7	9	10	9	8	5	13	15	7	6	2	7	6	7	12	8	7	7	7	11	40	13	10	10
"Unclassified.Xanthomonadaceae.Family"	118	154	82	573	613	516	258	328	163	245	355	244	234	72	244	130	414	422	677	423	457	825	490	632	609	593	581
"Unclassified.Xanthomonadales.Order"	3	6	2	89	122	48	20	27	20	22	15	15	12	0	16	1	11	31	27	14	27	27	20	27	35	37	26
"Vampirovibrio"	21	45	19	23	14	15	70	121	156	72	84	71	104	24	105	44	17	12	21	17	18	11	15	27	21	16	17
"Variibacter"	0	2	0	2	0	0	10	4	0	5	4	2	3	0	3	0	0	0	0	0	0	0	2	0	0	1	2
"Variovorax"	0	2	0	2	5	5	6	5	2	46	6	22	5	52	3	43	10	13	12	8	12	8	12	10	31	13	12
"Vasilyevaea"	12	19	15	12	4	2	25	51	19	20	48	40	33	11	14	14	28	30	37	27	41	18	24	54	29	28	31
"Verrucosispora"	0	2	0	0	5	2	5	3	0	0	0	0	3	0	2	0	1	4	3	5	3	0	2	1	3	0	0
"Virgisporangium"	3	0	2	0	0	0	5	0	2	5	4	3	4	0	2	0	3	2	2	2	0	0	0	0	1	0	0
"Vulgatibacter"	32	46	20	10	9	21	30	41	15	16	30	30	44	4	37	15	19	18	13	9	9	12	13	18	9	21	5
"WPS.1_genera_incertae_sedis"	513	722	478	391	380	360	1225	1300	1072	958	1056	1080	1043	213	1143	449	595	662	557	488	667	771	606	689	762	801	730
"WPS.2_genera_incertae_sedis"	414	573	320	19	8	15	859	937	802	639	864	567	807	112	889	287	17	13	29	14	18	34	17	25	34	18	28
"Xenophilus"	0	4	0	2	2	2	0	0	0	3	2	2	0	2	0	0	1	0	0	0	0	0	0	9	2	4	1
"Zavarzinella"	56	91	59	44	85	54	119	102	79	108	115	128	97	14	124	49	55	72	59	49	66	41	46	69	43	64	73
"Zhizhongheella"	0	0	0	0	0	0	3	3	0	4	2	0	0	1	0	2	0	0	0	0	1	0	3	0	2	0	0
