"SRR5865065"	"SRR5865066"	"SRR5865067"	"SRR5865068"	"SRR5865069"	"SRR5865070"	"SRR5865071"	"SRR5865072"	"SRR5865073"	"SRR5865074"	"SRR5865075"	"SRR5865076"	"SRR5865077"	"SRR5865078"	"SRR5865079"	"SRR5865080"	"SRR5865081"	"SRR5865082"	"SRR5865083"	"SRR5865084"	"SRR5865085"	"SRR5865086"	"SRR5865087"	"SRR5865088"	"SRR5865089"	"SRR5865090"	"SRR5865091"	"SRR5865092"	"SRR5865093"	"SRR5865094"	"SRR5865095"	"SRR5865096"	"SRR5865097"	"SRR5865098"	"SRR5865099"	"SRR5865100"	"SRR5865101"	"SRR5865102"	"SRR5865103"	"SRR5865104"	"SRR5865105"	"SRR5865106"	"SRR5865107"	"SRR5865108"	"SRR5865109"	"SRR5865110"	"SRR5865111"	"SRR5865112"	"SRR5865113"	"SRR5865114"	"SRR5865115"	"SRR5865116"	"SRR5865117"	"SRR5865118"	"SRR5865119"	"SRR5865120"	"SRR5865121"	"SRR5865122"	"SRR5865123"	"SRR5865124"	"SRR5865125"	"SRR5865126"	"SRR5865127"	"SRR5865128"	"SRR5865129"	"SRR5865130"	"SRR5865131"	"SRR5865132"	"SRR5865133"	"SRR5865134"	"SRR5865135"
"Mucispirillum"	0	7	0	4	53	11	38	25	0	1	0	2	1	4	2	13	0	0	0	2	9	9	0	0	3	9	13	0	1	0	0	0	18	10	3	16	2	2	2	15	0	1	14	0	0	3	0	0	14	64	0	40	1	3	3	17	3	13	0	10	0	4	5	16	18	5	33	9	5	9	8
"Neisseria"	3	2	0	3	0	0	0	0	0	4	1	0	0	2	0	0	0	14	1	0	2	0	0	0	0	3	4	16	13	66	22	52	0	9	0	0	29	0	0	4	0	24	15	316	11	0	0	10	2	0	27	78	2	0	0	0	0	0	5	0	3	0	0	0	0	0	13	6	0	0	0
"Odoribacter"	8554	1188	1220	248	261	320	161	127	7	302	3719	13	360	228	118	96	75	98	6471	16	184	343	735	101	199	1363	39	446	3	26	4971	5136	1493	932	1125	3624	164	219	316	396	83	89	181	24	23	141	503	484	218	565	190	478	15	374	37	95	299	1099	1275	525	11	29	239	125	320	688	602	83	635	316	1160
"Olsenella"	14	253	0	16	0	0	0	7	0	11	6	0	11	6	22	0	245	173	0	0	0	0	639	153	6	0	0	0	0	0	0	3	2	0	18	0	0	0	0	0	2	1	39	0	0	66	0	89	129	0	19	130	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"Oribacterium"	12	16	0	22	8	0	15	0	8	8	1	7	10	2	3	1	2	14	15	0	7	41	15	7	14	7	4	12	14	8	45	18	9	16	3	2	0	0	107	33	3	7	0	0	5	0	3	11	3	0	7	32	4	2	7	0	2	3	39	5	18	15	3	6	6	0	11	51	0	2	0
"Oscillibacter"	1140	1378	1239	3941	178	861	42	3789	11	698	4566	1297	1239	1338	237	3132	1819	4131	2376	12	3583	2930	2575	664	1158	991	10	1251	1928	940	425	1155	714	1365	2790	3361	1817	400	2396	2139	531	1509	1050	13	56	231	1559	1382	1429	1956	1471	401	4644	601	339	129	1461	2187	3789	1816	2685	338	2379	342	1089	2268	1424	212	1512	796	658
"Oxalobacter"	0	5	0	7	0	2	0	0	0	0	4	0	18	0	4	5	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	6	1	0	2	0	3	1	4	0	0	1	1	1	3	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	9	3	2	0	0
"Parabacteroides"	3816	3179	1545	3168	1538	316	36	320	930	3563	5422	1985	1408	1343	4794	3747	346	391	3307	2537	1765	1026	2378	972	628	1856	4176	1843	1496	3783	3245	2460	3603	2904	1699	5520	3684	787	2836	1208	162	929	2071	2046	292	191	708	3840	1127	1811	1421	815	4950	648	813	2820	4924	2386	2487	1886	4124	5151	1824	259	458	1005	710	70	1181	1248	820
"Paraprevotella"	3	132	2217	232	15	192	2	203	6	1212	131	3	302	35	407	8	118	111	2281	3	4	98	54	81	6	365	2315	412	4	4	9	1420	237	10	227	724	640	900	64	8	42	37	30	8	187	761	3	84	180	3	105	4	2	1691	8	8	1678	107	112	3	1593	764	2972	254	1667	3	261	3	314	307	2930
"Parasutterella"	2	69	6	246	9	25	3	12	0	0	122	26	32	7	0	17132	2	11	10	4	68	17	226	29	3	18	0	0	0	3	7	398	0	81	45	2	4	6	0	6	5	17	42	3	5	0	86	170	3	3298	53	4	0	3767	5	2	5	38	12	0	2153	56	2	0	681	4304	0	4	24	23	2191
"Peptostreptococcus"	5	0	0	2	4	0	0	5	0	0	0	41	0	2	0	5	0	173	10	0	0	0	0	1	0	2	8	11	8	12	0	6	0	7	0	0	1	0	34	6	0	1	0	0	5	0	0	11	0	0	1	11	3	2	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0
"Phascolarctobacterium"	10080	11760	10389	6295	13164	160	43	3964	7648	6720	2396	15808	80	11317	2650	1244	1468	4465	4985	70	1385	2735	6104	8	603	6041	8894	12277	20185	9265	431	3815	3910	4818	7268	9535	178	42	47	308	1816	10276	9390	1904	134	12804	10303	2370	876	6987	13849	2966	6063	64	58	5367	45	9003	7500	5089	5242	5354	4412	28101	182	110	2260	6708	8092	6688	33
"Porphyromonas"	0	0	0	3	0	0	0	0	0	0	0	0	61	0	0	0	0	14	118	0	0	56	0	18	0	0	0	1	1	0	6	2	0	0	2	5	0	0	83	5	0	0	1	0	0	1	0	0	0	0	2	5	7	0	0	0	0	47	13	0	0	0	0	0	0	0	0	0	0	0	0
"Prevotella"	37812	17308	437	1710	615	71248	140	339	52159	24223	6201	20001	4371	83535	91944	180	873	59528	29027	319	4957	361	14012	74466	1703	79677	160	528	67798	46999	9154	52335	15459	25832	2716	3614	22698	83828	2020	221	71706	74459	77003	72832	81044	114678	5899	20004	57058	33170	8200	12689	253	135	397	295	24840	2158	7721	444	732	1649	245	27651	26704	386	5773	2139	29684	8098	201
"Pseudobutyrivibrio"	99	0	0	136	0	55	0	0	0	0	0	0	0	339	18	0	0	49	0	0	10	0	73	0	58	108	0	0	0	0	0	0	35	0	337	0	85	0	0	0	81	307	73	0	0	0	0	38	79	0	0	0	0	0	0	0	5	150	0	0	0	0	0	0	0	0	0	0	174	27	0
"Pseudocitrobacter"	16	4	0	5	1	0	0	0	0	15	0	0	0	0	0	0	0	5	4	0	0	22	0	0	7	0	3	12	0	0	0	5	22	3	0	3	0	0	0	14	0	2	0	0	0	0	2	0	2	0	0	0	0	10	3	0	2	0	0	0	3	8	0	0	0	3	3	0	0	0	0
"Pseudoflavonifractor"	0	11	7	71	6	11	7	42	0	0	8	0	24	5	6	17	3	57	13	0	3	51	62	17	7	2	0	19	0	0	2	13	3	5	9	17	16	8	4	9	14	4	11	0	7	14	32	2	0	67	31	6	39	8	18	3	3	14	0	2	7	33	0	2	34	12	9	3	8	20	32
"Pseudomonas"	0	0	0	0	8	2	11	3	0	0	0	0	2	0	1	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	118	2	2	0	2	0	0	0	2	0	3	1	0	0	0	0	0	2	3	3	4	1	0	0	0	0	4	389	0	0	0	2	2	0	0	0	0	0	0	0
"Rikenella"	0	6	0	4	41	6	23	15	0	0	2	0	3	0	1	9	9	1	0	0	0	15	2	0	5	6	6	0	0	0	11	0	20	5	5	8	0	4	9	5	0	0	10	0	0	0	0	3	7	41	0	28	0	0	3	19	2	24	0	17	0	0	4	9	7	3	20	5	8	8	2
"Romboutsia"	52	0	49	18	253	25	211	305	2	0	0	0	29	9	17	7	1724	0	5	0	6	4	1	21	0	3	0	0	7	0	410	6	23	188	7	20	1	97	1	5	4	0	4	2	2	3	2	0	9	74	0	428	46	3	0	385	6	3	61	7	1	20	87	1506	64	3	0	2	92	0	0
"Roseburia"	4875	3567	11428	3261	807	2605	497	11391	7982	4915	1497	4884	1888	1712	672	1532	2051	5430	3062	11523	7066	430	9164	8940	19485	4909	4754	5098	10849	2138	536	8344	7280	4131	11366	5427	4722	5614	553	3032	1608	8939	12898	3489	2710	4137	10813	5660	7151	13028	2131	22231	14703	2632	10814	19886	6624	12494	1752	6675	6797	1634	12425	18746	21945	15262	7435	34020	2545	2831	16488
"Rothia"	10	4	0	14	5	7	18	4	2	18	6	4	0	7	13	4	2	31	12	2	2	3	5	16	12	7	0	18	6	14	0	3	36	22	0	0	46	0	0	18	0	11	15	3	2	1	0	5	15	0	0	20	4	14	9	0	0	0	0	5	1	0	42	1	0	7	0	46	0	0	0
"Ruminococcus"	1521	576	936	1895	2859	710	11	12508	8	805	1131	18	1279	23	37	2273	859	625	1090	8	1473	93	497	217	277	235	6	2332	177	356	2975	400	159	1774	1649	3504	667	271	50	2972	235	370	419	12	10	242	928	206	552	777	1570	2039	6460	2820	2771	18	952	3331	1601	4	426	7	951	4046	5106	20882	638	2965	957	1620	4757
"Ruminococcus2"	244	3683	1617	341	1300	760	1177	3111	847	487	1233	1170	3807	471	81	291	2919	596	642	9	289	2275	3748	852	4246	491	1023	951	115	32	323	194	690	1111	2244	2355	631	319	9	79	111	1110	1235	2154	984	1253	1077	165	287	3337	1436	7853	1596	23	1019	3315	366	2607	22	1986	2739	445	2312	2110	475	322	1244	5349	1212	210	73
"Saccharibacteria_genera_incertae_sedis"	36	80	5	35	173	4	22	86	8	26	4	9	62	33	37	57	18	117	6	26	14	89	21	27	31	11	84	198	32	25	40	42	22	44	12	31	0	0	61	126	0	4	22	63	10	11	2	36	13	17	19	211	18	20	9	48	4	27	63	7	45	78	0	7	5	10	9	240	33	9	8
"Selenomonas"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	13	0	0	0	0	1	0	0	2	0	10	13	3	0	2	0	0	2	0	2	0	0	19	0	4	25	0	0	0	0	7	2	0	3	2	0	0	0	0	0	0	0	2	2	3	2	0	0	0	0	4	0	0	0
"Senegalimassilia"	53	0	30	87	0	66	0	436	0	16	243	128	94	137	54	0	255	68	159	0	0	0	0	31	34	0	0	17	0	0	0	2	40	0	51	0	220	0	0	0	2	116	27	13	51	49	0	124	167	0	2	0	0	0	0	0	0	0	0	2	0	0	3	2	15	0	0	0	0	15	0
"Slackia"	17	270	0	80	0	97	0	409	21	1	24	10	293	45	16	0	74	95	156	0	0	0	303	78	0	0	0	0	10	0	0	0	4	9	2	0	110	0	0	0	0	51	21	0	0	87	55	42	48	0	59	130	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0
"Sporobacter"	1	11	0	5	0	5	0	13	0	7	14	0	14	0	0	0	10	0	6	0	6	5	4	2	9	3	0	2	0	0	0	13	12	7	2	7	9	0	4	0	0	0	0	0	0	0	6	1	3	7	10	0	25	25	0	0	12	2	4	0	0	0	4	1	12	0	6	9	4	0	5
"Staphylococcus"	0	0	0	0	74	13	14	9	2	0	1	2	13	7	4	26	5	2	4	20	3	11	2	0	0	3	3	0	0	0	0	5	5	8	5	0	0	6	4	19	0	18	3	0	0	19	18	5	4	14	6	14	12	3	3	6	0	10	2	2	2	4	8	12	17	2	14	14	4	6	10
"Stenotrophomonas"	135	347	54	154	2450	221	1317	746	58	15	70	52	163	182	143	478	318	113	85	110	322	200	74	56	95	413	297	14	24	211	45	43	1273	541	353	460	120	246	229	443	50	75	446	37	37	56	49	117	482	1978	55	2277	95	305	54	962	193	816	6	387	28	274	158	986	617	257	1534	354	554	357	337
"Stomatobaculum"	10	7	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	2	7	0	0	0	6	2	0	0	2	37	11	4	0	0	0	6	0	0	0	0	35	0	0	0	5	0	3	0	0	19	0	0	3	1	4	0	0	0	0	0	0	2	5	5	0	0	0	0	0	12	0	0	0
"Streptococcus"	4212	247	44	4925	459	370	25022	447	502	2522	72	2098	99	2316	3275	3964	78	5915	3310	150	158	2767	358	8304	80	1442	727	3672	2815	1534	682	990	2797	2519	1330	142	1820	61	57	3410	50	3905	1615	1458	882	187	463	1015	309	502	144	8741	638	3719	1940	253	45	1858	112	856	603	139	3128	165	133	1716	140	9064	80	3028	98
"Streptophyta"	2	0	0	6	0	0	0	0	0	1	2	0	0	0	10	0	0	2	0	2	0	0	2	2	9	24	0	1	13	5	0	0	0	0	4	89	3	0	17	0	0	2	10	48	0	0	0	2	1	0	1	5	0	11	0	0	0	13	0	0	0	2	2	19	0	0	0	0	0	0	0
"Subdoligranulum"	0	7	15	2	0	7	0	2	3	9	0	11	3	0	3	36	18	0	0	0	16	15	3	4	2	7	0	18	8	4	0	13	10	0	27	4	7	8	2	40	0	0	4	0	0	0	12	0	8	9	11	9	3	23	0	0	12	18	0	0	0	0	26	15	11	16	12	34	8	3	20
"Succiniclasticum"	0	0	0	0	0	0	0	16	0	0	0	0	1	2	0	0	0	0	0	0	0	5312	0	0	0	54	3	1	0	0	81	62	3608	16	0	0	0	361	0	5	0	0	0	2	0	0	0	4	0	0	2	1	0	0	2	4	2	4	0	0	0	0	0	0	3	2	2	0	0	0	2
"Succinivibrio"	4	18	11	9	66	19827	10	39	0	2	27	0	27964	3325	26	28	63	34	22	17	22	16	11	23911	21	39	1179	5	1	16	29	12	5	0	8	26	219	19	7	0	20626	5	4	16	364	21648	32	35	7	13	9	17	28	2	30	3	30	5	43	31	19	15	2	2	0	13	6	0	32713	13	26
"Sutterella"	4	176	10	207	73	1364	5	110	3009	433	351	6958	69	1470	6	3	10	1761	1028	10494	136	173	652	2888	136	1272	3923	2765	1275	5931	99	248	532	755	2274	358	129	6641	488	15	1226	3627	2367	7145	3993	4886	1570	537	1308	11	6	308	11	5	11	2039	467	1508	241	1843	2	1518	3360	11	11	18	206	54	1972	350	4
"Unclassified.Acidaminococcaceae.Family"	105	246	281	101	246	12	14	930	107	166	32	335	31	181	72	1427	41	74	75	13	52	613	128	33	43	2994	164	539	587	152	34	3004	470	152	192	176	15	16479	96	75	115	226	119	98	38	135	162	65	30	238	300	112	68	17	777	137	74	277	261	116	180	173	124	743	24	17	100	122	314	207	11
"Unclassified.Actinobacteria.Class"	3	4	4	31	105	7	51	38	2	2	14	21	7	8	6	14	128	31	1	8	0	0	33	4	10	0	0	13	1	6	4	5	32	15	40	5	2	4	1	80	5	24	20	2	2	5	11	18	25	4	9	22	25	6	4	0	0	0	0	0	1	3	30	0	10	43	2	0	5	4	18
"Unclassified.Actinobacteria.Phylum"	1	0	0	21	4	2	0	22	0	0	21	0	3	3	0	7	39	25	2	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	7	0	0	5	12	15	22	3	11	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"Unclassified.Actinomycetales.Order"	5	2	1	0	13	0	11	4	2	8	1	3	0	4	5	5	7	14	6	3	0	0	1	8	12	0	0	24	6	3	0	0	21	20	4	0	9	3	8	15	0	3	2	1	3	0	0	3	10	2	0	9	1	12	0	0	0	0	0	0	2	2	6	4	3	0	0	16	0	0	0
"Unclassified.Alphaproteobacteria.Class"	1	623	0	0	2	3	1	0	0	0	22	0	0	0	0	0	4	0	0	0	7	0	0	0	11	128	18	0	0	0	0	457	0	0	0	2879	9	0	0	0	2	2	0	0	0	0	0	0	0	0	10	0	0	2	3	0	0	0	255	0	0	1747	0	0	0	0	47	0	0	0	0
"Unclassified.Bacillales.Order"	1	0	0	0	7	0	9	3	2	1	0	0	3	0	1	3	0	10	1	0	0	2	0	0	0	2	5	5	5	3	0	4	0	2	2	0	1	0	1	3	0	4	1	5	11	10	9	0	0	1	6	12	1	0	0	0	0	0	0	2	1	0	0	0	0	0	4	21	0	2	0
"Unclassified.Bacilli.Class"	52	14	4	80	51	25	289	22	12	53	6	68	28	26	72	108	27	66	28	12	11	76	8	92	29	29	24	122	63	36	19	54	95	67	54	8	33	22	4	113	6	86	46	45	34	17	60	36	19	46	22	146	25	81	46	24	14	72	9	39	27	10	149	22	9	36	23	226	5	59	11
"Unclassified.Bacteroidales.Order"	1468	2524	2889	759	1134	2161	166	574	1773	1576	851	2525	359	3592	7207	2107	434	1559	867	1967	798	1042	1219	2441	1177	2269	1710	2846	2534	2508	3227	4174	3629	1455	906	2733	2437	3120	10752	1754	2855	2143	1161	3932	3113	1209	1915	2854	3502	1163	15144	713	1300	1835	3069	1733	3816	824	1285	1751	3044	2579	1300	1466	2266	1612	1624	557	1744	593	2082
"Unclassified.Bacteroidetes.Phylum"	867	944	1266	419	856	1263	145	385	1098	1148	962	1528	238	4841	2080	592	288	656	857	851	520	566	650	913	665	1383	867	1443	1689	1581	1723	1753	1287	984	10527	1033	1237	1808	5288	968	2200	15087	18400	2543	2117	1293	986	2968	5477	759	2715	2184	550	895	903	923	2749	5052	661	883	1925	1333	702	942	1243	780	846	352	926	360	956
"Unclassified.Betaproteobacteria.Class"	24	782	7	27	15	184	9	33	74	32	8	288	381	26	611	191	9	22	11	95	37	18	62	722	23	56	104	104	46	177	3	403	85	35	97	1697	655	202	428	535	50	681	40	290	144	1668	41	310	323	27	45	7	41	42	8	82	407	63	186	48	41	47	89	6	19	50	30	7	313	15	55
"Unclassified.Bifidobacteriaceae.Family"	4	2	30	15	736	84	590	250	17	32	3	141	158	1	29	87	1156	10	1	87	4	3	222	26	70	0	2	102	7	17	2	52	223	119	242	38	4	23	19	388	35	299	169	1	2	7	25	18	31	21	31	163	135	3	4	4	6	3	0	2	1	9	245	0	97	490	3	25	11	27	80
"Unclassified.Burkholderiales.Order"	632	18	1	13	9	37	6	15	92	10	4	352	17	25	4	392	7	20	12	126	9	11	26	38	11	25	110	75	30	130	6	129	37	23	76	19	11	155	21	11	32	121	41	222	92	51	45	2007	42	28	95	8	1577	50	5	59	32	50	12	60	27	46	72	3	15	52	20	6	61	6	35
"Unclassified.Carnobacteriaceae.Family"	14	8	1	48	38	5	198	5	30	15	0	11	3	14	20	8	3	116	53	6	0	11	2	31	3	8	27	167	39	21	6	25	15	51	8	3	6	0	2	68	0	23	12	27	16	0	0	23	7	4	0	78	10	28	4	8	0	13	0	11	16	5	10	18	0	4	5	165	0	15	0
"Unclassified.Clostridia.Class"	60	240	89	799	131	299	43	195	31	375	429	58	608	117	22	71	841	91	106	21	461	160	263	83	527	78	27	105	54	40	72	80	209	192	217	160	726	49	123	159	103	76	47	45	41	15	128	121	202	53	359	194	208	239	27	50	287	147	180	97	93	45	55	180	299	70	369	220	204	348	93
"Unclassified.Clostridiaceae.1.Family"	19	4	3	38	12	13	0	0	0	126	0	0	114	2	0	13	166	4	69	3	7	558	1	32	11	0	0	0	1	3	0	17	9	43	0	0	16	56	10	31	0	6	41	3	2	1	2	0	1	1	1	25	4	1	2	79	14	2	15	2	27	59	35	224	2	9	38	0	5	8	6
"Unclassified.Clostridiales.Order"	5332	15022	6225	19328	3599	12741	1424	18714	1327	12817	27739	2676	22772	3832	1829	6204	18948	13075	9114	572	17851	20188	23898	5657	12337	3711	1378	5531	1873	2085	2617	5709	10061	6304	9855	4485	33837	1971	9837	12667	3541	2205	3267	2528	1559	1467	6073	5764	12260	3343	18248	3149	2886	4603	1947	3987	11568	9079	9318	3661	7004	1690	4130	8318	8505	4241	13985	10474	10818	13721	1899
"Unclassified.Clostridiales_Incertae.Sedis.XIII.Family"	1	4	0	46	0	0	0	0	0	0	2	0	0	11	12	0	3	12	11	0	4	0	1	2	3	0	0	0	0	0	0	0	0	3	16	4	3	2	8	0	3	30	8	0	0	4	0	0	0	0	13	17	0	0	0	0	8	19	7	0	2	0	0	13	2	0	2	19	2	0	0
"Unclassified.Coriobacteriaceae.Family"	109	171	15	425	78	79	5	489	0	102	167	2	139	57	59	26	583	553	108	10	0	0	692	202	11	0	0	0	1	0	0	0	5	66	55	48	22	0	0	0	0	150	161	0	16	75	54	89	137	167	220	36	26	7	0	0	0	0	0	0	3	3	0	0	37	4	0	3	0	68	0
"Unclassified.Deltaproteobacteria.Class"	1	29	0	43	2	0	0	0	0	20	13	0	4	3	2	0	0	18	10	0	68	5	5	1	4	95	0	1	2	3	0	38	56	4	0	6	61	0	1136	3	5	0	1	2	2	0	3	19	47	0	0	0	0	5	0	4	160	8	6	2	0	16	3	0	0	0	3	2	12	36	2
"Unclassified.Desulfovibrionaceae.Family"	8	123	0	63	0	0	0	29	0	0	98	0	7	46	93	39	6	51	167	0	51	51	51	0	26	29	7	20	0	0	0	59	92	4	39	24	6	0	155	61	25	10	9	9	10	5	1	55	93	4	15	1	2	2	0	12	65	54	3	0	0	101	39	0	0	0	22	24	78	18	0
"Unclassified.Desulfovibrionales.Order"	8	152	0	171	3	3	0	27	0	67	47	0	25	23	61	13	2	26	81	0	60	53	145	127	64	79	7	7	1	0	2	56	83	4	89	27	32	0	683	20	26	12	37	7	9	4	4	30	49	1	10	0	4	5	0	5	142	101	39	2	0	92	18	1	0	0	29	15	76	112	0
"Unclassified.Enterobacteriaceae.Family"	9384	9086	234	2365	1964	561	1871	469	679	9725	370	284	684	2640	364	3741	679	3316	3101	186	755	4308	314	3910	13378	1683	974	6024	381	303	70	4311	7356	7285	962	2971	934	250	1117	8611	221	2551	2052	713	467	276	11813	1561	4455	714	2341	5302	124	6153	484	2138	945	823	733	7376	2005	9272	419	806	494	1335	2050	3369	374	1143	291
"Unclassified.Enterococcaceae.Family"	5	6	0	2	27	0	24	15	0	6	3	0	14	2	1	6	6	8	0	6	6	4	0	5	38	3	5	0	0	5	0	30	13	23	4	5	1	2	1	33	0	2	4	0	0	0	0	6	4	23	13	29	1	8	0	36	2	6	0	12	0	5	56	17	5	5	21	2	5	2	3
"Unclassified.Erysipelotrichaceae.Family"	84	221	23	215	376	1083	114	1266	455	92	1495	1797	1010	1202	121	201	437	1274	139	85	33	103	72	580	100	21	0	0	151	325	4	153	269	337	241	102	1136	146	22	4	215	281	317	2	198	901	187	229	452	12	19	372	319	17	8	115	42	21	29	216	172	55	470	7	191	13	20	22	478	34	4
"Unclassified.Euryarchaeota.Phylum"	0	30	0	0	1	4	0	0	0	3	0	0	3	0	2	0	25	0	0	0	5	12	1	0	0	12	0	0	0	0	0	0	23	0	0	5	4	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	8	2	12	0	0	0	0	0	5	0	14	0	6	5	0
"Unclassified.Firmicutes.Phylum"	1789	4404	2141	8263	1638	2701	1223	5966	899	4278	10112	1391	12475	1070	690	2411	6103	1798	2378	402	11772	1807	2124	1257	4628	1227	839	1871	1451	1757	874	1818	4398	2636	3687	1506	11273	1119	2764	3203	1801	1818	1348	1641	1375	480	1793	2560	3540	1298	6693	4111	1089	1562	632	1451	3358	2373	2757	1210	1224	716	1304	2878	2442	1249	3425	4105	4139	4041	894
"Unclassified.Fusobacteriaceae.Family"	1787	67	15	129	321	12	12	25	21	223	42	32	8	11	17	61	36	18	64	60	180	49	4890	63	37	974	38	55	2048	6370	4148	394	820	1087	25	397	28	8	1897	15	44	27	16	16756	15510	18	538	14705	103	3685	7	38	13	30	58	126	13	7	55	48	3381	5121	77	21	8	19	214	80	263	252	18
"Unclassified.Fusobacteriales.Order"	1	0	0	0	5	0	0	2	0	8	0	2	0	0	0	0	0	0	2	0	3	0	3	0	0	3	2	2	6	12	11	6	6	3	0	0	0	0	3	0	0	0	0	40	27	0	1	30	0	0	0	4	0	0	0	5	0	0	0	0	20	29	0	0	0	0	2	3	2	0	0
"Unclassified.Gammaproteobacteria.Class"	757	361	101	334	207	245	160	60	72	1621	59	73	154	109	81	427	104	302	285	47	116	749	39	255	905	181	164	1144	78	96	33	563	1100	774	174	518	159	35	132	1216	280	377	160	180	155	171	324	159	401	121	87	262	33	611	105	166	211	141	161	229	209	1767	93	55	62	193	292	149	360	172	49
"Unclassified.Lachnospiraceae.Family"	14950	22252	20922	24323	51732	12085	54099	13005	14290	16049	14437	13160	7024	8831	10012	7364	8295	6807	16471	20590	32930	6430	12118	5097	16598	10194	14502	16161	16137	10351	8296	14367	9951	14587	22765	11710	21628	15229	19732	16898	6610	15185	12048	18620	9272	3957	21157	13912	11586	19341	18018	10365	19140	22698	12903	25757	11809	23984	14275	13379	17655	6171	8506	16292	25837	16427	21182	23322	8205	14421	10919
"Unclassified.Lactobacillaceae.Family"	0	0	0	6	64	6	20	0	0	2	0	2	6	11	25	75	55	0	0	0	0	10	0	3	0	0	0	0	0	0	0	2	6	15	16	0	0	10	0	0	0	1	42	0	3	0	0	6	5	4	0	1	0	2	2	3	7	38	6	48	2	0	103	2	0	2	2	2	2	0	0
"Unclassified.Lactobacillales.Order"	261	40	20	296	118	110	1459	68	69	267	12	333	48	114	327	620	164	282	129	23	33	288	32	418	80	113	111	462	273	178	80	139	353	296	268	32	146	53	23	444	16	269	247	174	107	24	75	144	60	115	52	649	42	364	227	111	39	340	17	130	87	49	689	61	29	195	91	947	33	234	25
"Unclassified.Leptotrichiaceae.Family"	47	0	0	2	0	0	0	0	17	2	0	0	0	13	0	0	0	9	50	0	13	0	0	0	0	0	0	44	0	0	0	0	5	0	5	0	0	0	0	9	8	8	20	0	0	0	0	1	1	0	5	8	0	0	0	2	0	55	0	0	7	0	0	0	0	0	0	14	0	0	0
"Unclassified.Methanobacteriaceae.Family"	0	20	0	0	0	2	0	0	0	0	0	0	5	0	3	0	20	0	0	0	11	8	1	0	0	4	0	0	0	0	0	4	15	0	0	7	5	0	11	0	0	1	0	0	0	0	0	0	0	0	11	0	0	2	0	0	2	2	11	0	0	0	0	0	2	0	8	0	0	5	0
"Unclassified.Neisseriaceae.Family"	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	9	0	0	2	0	0	0	0	0	2	10	4	23	9	23	0	2	0	0	13	0	0	3	0	12	4	137	6	0	0	6	0	0	6	29	0	0	0	3	0	0	2	0	1	0	2	0	0	0	4	4	0	0	0
"Unclassified.Oxalobacteraceae.Family"	18	43	0	41	0	11	0	2	0	0	47	0	118	25	21	44	62	33	30	0	18	12	30	0	31	15	0	0	0	11	3	5	18	13	23	49	21	0	19	0	19	25	23	0	10	10	7	18	37	0	29	0	0	0	0	0	31	28	8	0	0	12	0	0	28	0	76	3	15	12	0
"Unclassified.Pasteurellaceae.Family"	567	53	4	20	21	34	23	11	666	65	112	16	12	43	8	23	16	955	2433	9	21	18	4	298	20	107	21	51	40	79	119	1964	1028	532	187	28	559	7	6	209	15	259	1035	1064	36	7	10	252	75	20	402	5235	133	12	22	54	6	108	108	59	17	40	1968	28	5	44	341	405	10	50	57
"Unclassified.Peptostreptococcaceae.Family"	1	0	6	5	25	4	11	14	2	17	0	24	1	0	0	16	69	6	2	46	0	2	0	8	0	0	7	2	3	0	46	48	26	13	0	0	2	9	21	0	2	0	0	210	57	0	0	0	1	4	1	18	3	1	4	34	2	0	3	0	12	6	5	94	7	2	0	6	12	11	0
"Unclassified.Porphyromonadaceae.Family"	203	1153	627	189	203	1307	44	48	115	204	3732	347	72	114	702	158	39	98	157	141	515	128	222	142	1534	151	267	209	93	280	143	514	458	179	116	493	4339	55	31564	105	34	85	88	191	59	594	80	282	228	130	18203	91	87	75	132	244	460	158	186	199	845	1154	125	123	379	288	299	27	481	84	118
"Unclassified.Prevotellaceae.Family"	246	662	63	19	59	785	6	201	465	342	38	339	61	1329	620	11	27	942	106	30	862	140	1329	722	341	716	24	65	833	640	131	557	220	240	36	66	937	3883	1409	25	1092	719	509	1105	1154	596	153	283	913	210	3513	81	14	27	46	39	4341	60	140	31	113	223	27	665	473	46	1718	247	444	81	31
"Unclassified.Proteobacteria.Phylum"	326	398	52	202	204	265	118	101	104	632	93	354	3626	120	113	441	92	173	120	124	195	346	90	215	356	281	188	573	79	206	32	375	599	373	173	740	452	158	1135	492	306	286	120	360	200	195	189	231	312	173	94	255	334	285	67	179	341	176	130	160	122	685	155	79	95	171	300	88	430	152	85
