"SRR5865065"	"SRR5865066"	"SRR5865067"	"SRR5865068"	"SRR5865069"	"SRR5865070"	"SRR5865071"	"SRR5865072"	"SRR5865073"	"SRR5865074"	"SRR5865075"	"SRR5865076"	"SRR5865077"	"SRR5865078"	"SRR5865079"	"SRR5865080"	"SRR5865081"	"SRR5865082"	"SRR5865083"	"SRR5865084"	"SRR5865085"	"SRR5865086"	"SRR5865087"	"SRR5865088"	"SRR5865089"	"SRR5865090"	"SRR5865091"	"SRR5865092"	"SRR5865093"	"SRR5865094"	"SRR5865095"	"SRR5865096"	"SRR5865097"	"SRR5865098"	"SRR5865099"	"SRR5865100"	"SRR5865101"	"SRR5865102"	"SRR5865103"	"SRR5865104"	"SRR5865105"	"SRR5865106"	"SRR5865107"	"SRR5865108"	"SRR5865109"	"SRR5865110"	"SRR5865111"	"SRR5865112"	"SRR5865113"	"SRR5865114"	"SRR5865115"	"SRR5865116"	"SRR5865117"	"SRR5865118"	"SRR5865119"	"SRR5865120"	"SRR5865121"	"SRR5865122"	"SRR5865123"	"SRR5865124"	"SRR5865125"	"SRR5865126"	"SRR5865127"	"SRR5865128"	"SRR5865129"	"SRR5865130"	"SRR5865131"	"SRR5865132"	"SRR5865133"	"SRR5865134"	"SRR5865135"
"Clostridium_sensu_stricto_3"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Collinsella"	350	269	9	389	10471	555	9	1362	0	0	564	0	2711	1197	640	2216	2550	1632	1122	763	0	0	9668	1264	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	2424	1805	0	0	832	406	452	580	2708	2426	2785	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
"Coprobacillus"	0	0	0	0	0	6	10	0	0	0	91	0	0	0	0	48	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	15	0	0	5	59	0	0	6	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
"Coprobacter"	0	0	636	82	0	0	0	29	0	21	0	0	47	0	15	405	14	12	0	0	0	54	131	0	15	102	0	146	0	0	0	197	101	0	0	13	0	0	0	0	0	38	35	0	0	0	0	75	211	0	0	0	0	0	0	0	11	0	0	0	0	0	227	0	0	0	22	0	0	19	0
"Coprococcus_1"	106	73	115	328	0	109	0	59	0	272	90	0	134	60	31	289	95	269	277	0	280	0	225	50	142	52	0	278	0	64	0	0	115	171	254	262	303	157	210	0	40	144	287	0	0	29	285	225	51	245	292	0	686	202	185	0	127	237	13	0	0	0	218	494	141	145	97	139	36	60	256
"Coprococcus_2"	0	1158	0	220	0	2168	0	112	0	159	73	0	982	83	14	0	150	1852	0	0	221	1352	12	85	219	762	0	236	0	0	77	754	52	12	1146	0	1423	182	0	0	205	74	844	0	0	148	0	45	104	0	651	22	0	0	0	0	0	1574	1322	0	0	0	0	0	0	0	399	0	1444	2432	0
"Coprococcus_3"	114	134	773	278	4319	628	13	455	59	721	173	390	214	254	186	270	185	2945	679	0	273	771	118	641	328	259	621	335	0	23	75	21	251	737	611	139	884	327	0	344	92	645	500	0	212	272	756	135	329	0	0	1088	2210	1170	513	304	245	1421	221	437	0	0	1413	1398	360	357	85	0	263	244	576
"Coriobacteriaceae_UCG-003"	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corynebacterium"	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	58	0	0	0	0	5	0	0	0	2	15	4	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"Corynebacterium_1"	0	3	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cryptobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cupriavidus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cutibacterium"	0	5	0	0	4	0	0	2	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
"Defluviitaleaceae_UCG-011"	0	3	0	29	0	55	0	0	0	30	0	0	28	0	0	0	41	0	10	0	0	0	0	4	18	0	0	0	0	0	0	0	0	9	0	0	137	0	0	0	10	0	0	0	0	0	8	0	6	0	10	0	0	0	0	0	10	0	0	0	0	0	0	91	0	0	0	18	7	8	0
"Delftia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Desulfobulbus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Desulfovibrio"	203	2520	0	1065	33	30	7	1021	0	0	589	0	4770	975	1569	438	0	1531	449	0	581	754	5419	10	314	608	129	283	0	0	5	786	1433	28	580	366	132	0	2399	308	399	298	403	144	159	328	16	873	2116	13	518	12	8	0	0	207	1005	549	109	0	13	1814	429	0	0	0	318	254	1077	271	0
"Dialister"	75	40	61	31	120	7771	25	0	0	50	15	17	7741	66	44	586	54	18575	52	23	2284	60	101	15786	1672	38	55	213	2753	609	51	104	206	251	76	52	2141	3238	9372	9404	5265	1230	3954	6613	8088	35	0	5219	11609	21539	70	101	43	4550	0	61	5792	147	0	155	0	0	22	21	4296	4147	6012	35	0	0	3461
"Dielma"	0	0	18	0	0	0	0	0	0	0	0	0	35	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	71	19	2	0	0	0	0	0	0	0	0
"Distigma"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DNF00809"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dorea"	552	350	1215	545	3605	973	43	2286	631	1364	582	1362	895	372	434	3200	1223	838	524	0	449	585	3418	1362	1400	173	693	1542	2092	375	125	201	603	756	1017	209	2423	751	358	2103	184	722	961	807	395	984	1272	824	881	2267	2398	2370	1590	1314	1073	336	342	691	256	689	1387	100	606	1836	1109	1011	360	2382	635	281	348
"DTU089"	9	0	0	20	0	9	0	0	0	0	13	0	6	0	0	19	7	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	30	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	7	0	0	20	0	0
"Eggerthella"	0	0	0	0	830	0	404	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	17	111	24	0	0	0	0	0	0	3	0	0	29	0	9	0	0	0	0	0
"Eikenella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eisenbergiella"	17	16	0	13	0	0	0	19	0	39	45	0	107	0	15	13	38	4	13	0	23	274	0	0	0	0	0	23	0	0	0	0	0	0	8	0	0	0	28	0	0	0	0	0	0	0	12	30	62	32	34	0	16	298	153	34	10	23	0	0	1475	360	0	0	0	0	22	26	44	0	67
"Elusimicrobium"	0	0	0	0	6	0	0	0	0	0	1340	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	0	0	9	338	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1726	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enhydrobacter"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus"	45	90	0	0	300	28	217	94	0	172	55	0	130	38	0	101	76	172	2	62	40	51	94	107	310	45	42	0	0	0	0	223	120	195	39	48	77	43	0	199	0	100	60	0	0	0	58	119	104	196	254	299	0	143	0	238	0	62	0	123	0	47	447	73	38	49	155	35	48	52	36
"Enterorhabdus"	42	0	16	263	0	0	0	422	0	0	196	0	0	17	79	0	305	202	67	0	0	0	483	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	37	0	0	18	23	46	68	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
"Erysipelatoclostridium"	0	0	28	0	501	0	1970	2	0	0	0	0	49	0	0	28	0	0	3	148	16	0	0	0	31	0	7	0	0	0	0	0	0	31	39	11	0	0	0	50	0	0	12	41	0	0	40	0	2	44	60	0	162	94	41	78	0	16	0	0	119	13	0	11	0	0	0	99	0	0	14
"Erysipelotrichaceae_UCG-003"	0	0	0	16	584	13	0	0	34	171	0	15	0	0	0	149	470	0	0	0	0	0	0	0	99	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	22	266	543	0	0	0	0	9	0	5	0	0	481	0	204	0	23	0	0	0	0
"Erysipelotrichaceae_UCG-004"	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erysipelotrichaceae_UCG-006"	0	40	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
"Escherichia/Shigella"	36840	11286	370	10960	865	618	4331	145	360	88400	4005	666	1745	2860	640	15406	576	30023	29648	775	2209	20058	1371	256	16475	3915	3551	66087	5988	507	97	11275	30149	19832	2410	12840	965	214	2176	22768	273	13443	9350	2692	714	1134	15374	8326	20897	225	1609	607	163	18996	2029	1255	3856	2787	3051	359	5579	19717	301	339	344	5738	6491	463	286	4960	176
"Eubacterium"	0	0	0	0	0	0	0	4	0	5	0	0	7	0	0	0	84	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
"Ezakiella"	0	3	0	0	0	0	0	2	0	0	0	0	95	0	0	0	0	2	0	0	0	18	0	20	2	0	0	0	0	0	0	0	0	0	0	5	0	0	200	5	0	0	0	0	0	0	0	3	0	0	0	0	26	0	0	0	0	38	21	0	0	0	0	4	0	0	0	0	0	0	0
"F0058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F0332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"Faecalibacterium"	8934	9302	14767	4202	312	8501	188	918	6339	5890	6132	5274	4016	301	2500	3177	6325	9034	5650	9458	10409	3874	7450	12059	8771	1792	109	8711	32401	1969	756	7249	3815	8041	11878	422	9076	4028	402	7516	2672	2357	8019	1882	610	7408	15681	2594	4052	10350	14723	10511	24755	1791	4475	176	4891	9421	3026	5119	1188	643	9203	37694	9168	11310	3875	11658	3357	4258	8692
"Faecalitalea"	0	0	0	0	97	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	30	0	2	0	0	0	0	0	0	0	0	8	0	0	4	0	0	4	0	3	23	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"Family_XIII_AD3011_group"	132	770	17	544	0	259	3	426	0	510	526	0	1157	299	105	198	295	70	169	0	124	125	957	44	603	117	0	72	54	24	867	204	229	71	256	87	761	78	248	0	115	77	133	17	0	28	219	138	345	13	1592	185	16	203	0	0	351	252	440	0	58	5	110	341	188	113	260	272	373	139	26
"Family_XIII_UCG-001"	0	39	0	180	0	141	0	28	0	148	167	0	86	46	0	0	56	270	69	0	55	15	170	102	63	35	0	0	6	0	0	42	0	60	96	31	216	21	0	36	42	318	216	0	0	114	157	37	33	0	565	0	0	0	0	0	25	179	23	0	0	0	0	472	62	21	101	86	35	59	28
"Fastidiosipila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Finegoldia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"Flavonifractor"	0	0	406	25	379	20	0	376	500	28	27	804	28	0	10	126	0	139	66	452	13	335	226	233	29	0	77	0	1107	0	0	22	22	63	61	133	22	45	0	155	0	0	39	65	0	311	61	134	0	406	28	68	204	922	188	167	49	22	14	176	447	1317	0	95	37	84	0	50	49	0	284
"Fournierella"	0	0	214	995	0	64	0	8	0	819	0	0	69	0	0	31	0	0	0	265	0	0	0	23	37	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	106	0	0	0	0	0	0	0	472	0	7	0	0	0	0	0	0	0	0	0	21	0	192	0	0	0	0	278	0
"Fretibacterium"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	8	3	0	2	0	6	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fusicatenibacter"	472	399	658	257	49	171	1008	341	148	478	438	662	162	79	50	256	276	44	159	145	88	152	744	186	929	110	140	1206	1372	144	72	0	167	528	468	0	76	85	42	0	56	312	641	121	75	88	484	28	63	584	1321	458	4061	253	1767	0	270	720	741	828	0	0	914	1070	1565	808	317	985	228	145	707
"Fusobacterium"	8324	605	0	782	2688	0	133	110	158	129	478	129	26	128	95	891	88	706	142	1078	939	181	16273	599	57	1078	481	1059	14642	7162	5467	2411	1129	1372	84	502	86	26	3478	55	100	140	178	24698	16206	52	5125	20719	236	4413	81	652	79	100	97	920	31	63	259	73	36434	29034	395	40	0	30	971	517	1898	1345	39
"Gallicola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"GCA-900066225"	0	0	0	0	0	0	0	13	0	0	0	0	30	0	0	0	29	0	0	0	109	40	56	0	18	0	0	0	0	0	0	0	0	0	0	0	5	0	28	0	0	0	0	0	0	0	17	13	8	0	20	0	0	44	16	0	8	0	16	0	0	0	0	0	15	0	0	0	0	34	36
"GCA-900066575"	78	13	194	44	70	28	0	17	0	81	20	0	57	16	18	15	24	22	69	0	26	39	21	43	0	9	0	142	541	0	20	10	0	78	21	0	110	39	0	19	37	0	0	0	0	17	67	23	19	52	189	0	0	0	10	31	48	50	12	39	187	39	122	82	131	39	36	258	9	24	0
"GCA-900066755"	54	0	0	46	0	0	0	5	309	65	1498	684	0	0	0	0	17	0	0	0	298	0	0	0	1076	331	578	0	66	0	54	32	531	538	287	24	0	30	0	0	0	488	721	3443	0	0	582	0	0	29	34	0	1040	53	0	0	0	725	0	337	53	0	885	0	0	0	189	3053	412	22	0
"Gemella"	44	6	0	18	60	6	450	26	26	55	0	7	0	46	58	11	0	1115	52	0	0	97	10	131	0	23	78	324	890	64	12	155	34	106	17	0	14	0	16	89	6	157	95	90	19	0	26	33	12	25	0	356	24	18	15	0	0	39	4	18	16	12	11	20	9	0	0	402	11	20	0
"Gordonibacter"	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	34	31	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"Granulicatella"	50	0	0	95	94	0	424	0	59	0	0	0	0	23	81	0	0	292	139	0	0	0	0	85	0	0	48	776	347	65	0	0	0	67	0	0	0	0	0	117	0	58	24	71	0	0	0	58	0	0	0	138	72	0	0	0	0	0	0	0	63	0	0	45	0	0	0	268	0	0	0
"Haemophilus"	925	73	0	18	35	49	18	7	733	118	194	28	19	58	23	36	19	1765	4636	12	31	27	16	635	26	142	23	99	230	94	148	1972	1282	670	194	32	814	12	0	221	13	319	1734	591	44	21	19	399	122	16	716	7572	290	17	32	76	9	111	96	72	37	38	2432	45	13	37	429	436	0	54	65
"Hafnia-Obesumbacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0
"Harryflintia"	38	21	0	23	0	0	0	0	0	15	33	0	0	0	0	35	0	0	0	0	13	0	64	0	0	0	0	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	17	11	0	33	43	0	0	0	0	0	0	0	0	0
"Helicobacter"	0	26	0	7	182	6	84	36	6	3	7	6	5	4	15	29	19	0	0	13	0	9	14	0	0	17	17	0	0	8	18	0	52	22	9	25	0	8	5	17	0	15	37	5	0	0	3	2	28	106	2	117	6	17	0	26	0	31	5	18	0	0	11	41	15	8	78	5	20	20	8
"Holdemanella"	159	687	0	117	10	1077	0	72	671	702	1748	4257	405	304	17	4	272	964	1973	0	50	326	242	573	682	123	59	0	65	0	16	0	629	67	16	0	647	82	31	0	15	495	533	0	78	381	0	190	376	1062	0	257	0	0	0	0	147	9	352	371	303	61	1062	14	13	630	0	0	424	42	0
"Holdemania"	0	0	154	16	22	0	0	33	0	0	9	0	37	0	0	0	9	17	15	0	11	0	21	0	16	0	0	7	0	0	0	6	10	0	8	13	4	0	0	39	3	0	0	0	0	3	34	7	12	0	51	25	35	10	0	0	0	6	0	0	129	40	10	20	7	11	0	31	0	5	8
"Howardella"	37	73	0	128	0	23	0	117	0	80	0	0	113	72	31	0	510	70	0	0	0	0	62	13	394	35	0	0	0	0	30	35	41	97	0	60	0	35	0	0	48	0	0	0	0	45	94	5	28	115	166	0	0	0	0	0	46	0	0	0	0	0	8	0	84	0	38	409	0	49	0
"Hungatella"	31	111	36	0	131	0	27	0	0	50	107	44	1792	0	105	130	22	46	25	0	89	45	178	0	0	0	38	305	113	0	45	285	0	50	24	1914	0	0	245	125	0	0	0	102	0	0	0	26	0	180	0	0	24	621	56	0	0	99	53	0	310	108	45	0	0	0	0	46	128	0	28
"Hydrogenoanaerobacterium"	97	70	0	264	0	0	0	11	0	52	279	0	0	0	47	11	28	0	20	0	27	0	0	0	0	9	0	0	0	0	0	0	80	0	3	0	22	0	253	0	0	0	0	0	0	0	6	48	124	0	0	0	0	0	0	0	0	0	22	14	28	18	0	0	0	0	0	0	0	0	0
"Incertae_Sedis"	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Intestinibacter"	0	0	0	92	60	0	0	9	0	769	0	508	0	0	0	265	31	116	0	2405	0	10	7	0	0	4	36	0	70	0	0	0	360	0	0	0	0	0	0	12	13	15	12	0	0	0	10	0	0	13	0	0	120	0	22	56	0	0	0	0	0	0	0	14	0	19	0	105	0	159	7
"Intestinimonas"	87	635	246	174	214	62	0	334	0	215	435	0	174	176	1463	69	358	169	133	0	209	222	1471	34	131	134	0	1639	2	0	0	185	234	186	45	250	483	0	1443	210	42	220	541	63	26	102	223	182	408	534	541	83	255	60	332	64	145	73	99	65	2424	319	0	84	87	251	175	509	230	52	139
"Johnsonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
"Kingella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Klebsiella"	0	304	0	0	0	0	244	0	323	0	0	0	0	85	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	8	64	0	0	0	11	116	269	0	0	124	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
"Kocuria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnoanaerobaculum"	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	32	31	0	0	0	0	0	10	0	0	0	29	0	0	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
"Lachnoclostridium"	5324	2908	4304	453	2424	1704	52706	2755	5855	1359	1647	6015	1096	5425	4828	1114	136	3613	1668	3987	727	2399	11603	3163	2414	1339	6197	12039	12564	3571	2900	1293	1043	5504	2049	3357	1221	3660	13472	1561	1730	5801	3711	10785	5521	3273	3764	3498	3235	9343	6262	354	3406	22533	6210	6995	1657	2408	592	4678	17747	2835	3161	3693	1105	3613	2197	1931	2280	437	5196
"Lachnospira"	1876	6964	2332	1361	157	3247	53	769	7834	9943	5968	1293	2212	0	118	1423	1394	1787	10072	7	2108	426	1541	602	1203	1051	962	3481	21218	1060	2623	7888	709	2175	5288	3899	728	3117	647	3319	782	1249	3981	726	414	221	371	2616	1479	1889	1079	741	9389	84	391	98	805	8402	1936	1226	4060	136	1913	40	2831	4336	1105	658	1023	2912	0
"Lachnospiraceae_AC2044_group"	12	171	0	374	0	17	0	0	0	34	83	0	90	0	0	0	54	82	63	0	312	0	0	0	259	25	0	0	0	0	0	0	69	0	394	0	13	20	34	0	138	0	18	0	0	0	58	35	57	27	781	63	19	0	0	0	40	447	207	0	0	0	0	109	42	207	32	0	22	192	0
"Lachnospiraceae_FCS020_group"	24	11	0	56	0	47	0	77	0	126	110	24	71	16	40	48	168	36	30	0	59	18	109	143	113	32	0	0	63	53	0	0	60	20	117	18	96	12	0	129	48	32	118	34	0	39	173	0	40	29	91	201	232	0	0	0	134	140	20	73	27	0	0	61	56	149	54	75	26	47	0
"Lachnospiraceae_FE2018_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae_ND3007_group"	114	367	709	557	0	454	0	41	0	708	485	313	292	0	99	181	18	94	186	0	452	64	347	81	136	101	42	727	886	166	13	285	126	193	415	264	175	96	330	264	60	73	211	28	0	58	212	172	116	373	392	165	1322	100	5	0	364	623	126	690	0	0	129	252	525	126	232	440	72	290	0
"Lachnospiraceae_NK3A20_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae_NK4A136_group"	1310	1158	6458	4445	11517	2220	355	297	101	5585	2799	755	602	119	356	761	1157	1974	1030	61	11936	684	839	649	3044	1418	60	1870	20006	1169	675	4149	2887	672	2845	1195	11685	4566	2258	2718	885	1150	3897	114	117	61	3866	1199	3068	708	9689	3397	3522	42	591	346	1943	2870	1080	1519	1280	933	226	5080	3131	3149	5366	3731	938	2060	171
"Lachnospiraceae_NK4B4_group"	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lachnospiraceae_UCG-001"	909	457	0	487	25	451	6	0	0	2157	81	0	155	31	18	201	64	1430	1065	0	1494	154	1271	11	292	1471	144	36	0	0	352	1815	418	1036	1581	0	256	393	288	4152	34	802	248	0	0	0	474	255	694	0	226	1304	1982	0	0	0	1004	1217	68	172	0	38	55	0	1198	28	1157	2473	62	930	0
