"C1.sm.bam"	"C2.sm.bam"	"C3.sm.bam"	"C4.sm.bam"	"C5.sm.bam"	"T1.sm.bam"	"T2.sm.bam"	"T3.sm.bam"	"T4.sm.bam"	"T5.sm.bam"
"Solyc04g050360.1"	16	15	6	15	9	13	1	7	9	13
"Solyc04g050400.1"	1	0	0	0	0	0	2	1	0	0
"Solyc04g050410.1"	6	3	4	11	9	5	12	7	3	8
"Solyc04g050450.1"	0	1	0	0	0	0	0	0	0	0
"Solyc04g050470.2"	6	7	1	13	10	7	2	6	4	7
"Solyc04g050490.2"	0	0	0	0	0	0	1	0	0	1
"Solyc04g050510.2"	1	4	1	1	2	2	1	1	0	2
"Solyc04g050540.2"	1	0	0	0	1	0	0	0	0	0
"Solyc04g050550.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g050560.2"	1	0	0	1	0	1	0	0	0	2
"Solyc04g050570.2"	5	2	0	3	2	4	7	2	1	3
"Solyc04g050620.2"	0	0	0	0	1	0	0	0	0	0
"Solyc04g050710.1"	0	0	0	1	0	1	0	0	0	0
"Solyc04g050720.2"	5	6	9	7	2	5	0	1	0	4
"Solyc04g050760.2"	1	0	2	6	2	0	0	1	1	0
"Solyc04g050770.1"	0	0	1	1	1	0	0	0	0	0
"Solyc04g050780.1"	1	2	0	0	0	0	0	0	0	0
"Solyc04g050840.1"	7	1	1	1	2	2	1	2	4	3
"Solyc04g050850.1"	6	6	2	7	10	4	3	6	6	7
"Solyc04g050860.1"	57	67	49	106	50	31	3	20	9	36
"Solyc04g050920.2"	0	0	0	0	0	1	0	1	0	0
"Solyc04g050960.2"	0	0	1	0	0	0	0	0	0	0
"Solyc04g050970.2"	3374	3721	2177	5479	3120	2230	223	737	686	834
"Solyc04g051060.1"	3	3	5	6	4	2	3	1	3	2
"Solyc04g051070.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g051090.1"	48	37	30	44	54	35	63	41	28	53
"Solyc04g051100.2"	0	2	0	2	3	2	2	2	0	2
"Solyc04g051110.1"	2	5	5	11	6	2	0	2	3	2
"Solyc04g051120.2"	0	1	1	0	1	2	0	0	1	0
"Solyc04g051150.2"	34	24	20	50	24	14	3	9	6	9
"Solyc04g051180.1"	3	0	0	1	1	0	2	3	0	2
"Solyc04g051190.2"	23	19	9	38	19	10	3	10	4	9
"Solyc04g051200.1"	183	151	110	250	137	141	9	108	78	142
"Solyc04g051300.1"	74	69	56	85	80	41	9	47	33	55
"Solyc04g051310.2"	16	8	7	10	5	6	3	1	1	4
"Solyc04g051340.2"	0	0	0	0	0	0	0	0	1	0
"Solyc04g051350.2"	3	4	2	5	0	0	1	1	0	2
"Solyc04g051370.2"	70	64	37	95	51	51	3	33	30	54
"Solyc04g051410.2"	0	0	0	1	1	0	0	0	0	0
"Solyc04g051450.2"	1	3	2	14	6	7	1	4	4	6
"Solyc04g051490.2"	8	4	6	6	6	1	0	1	4	3
"Solyc04g051500.2"	0	1	0	1	0	0	0	0	0	0
"Solyc04g051550.1"	1	8	2	11	6	0	0	0	0	1
"Solyc04g051560.1"	0	4	2	3	1	0	0	0	0	0
"Solyc04g051570.2"	12	17	11	20	14	18	0	4	1	8
"Solyc04g051580.2"	0	1	0	0	0	0	0	0	2	2
"Solyc04g051590.2"	26289	29966	25835	48579	28171	20874	12014	36753	21602	39758
"Solyc04g051600.2"	3	2	4	3	0	6	0	1	2	4
"Solyc04g051610.2"	2	4	4	3	1	2	1	3	6	3
"Solyc04g051630.1"	4	4	2	3	5	2	4	0	2	8
"Solyc04g051640.2"	0	1	0	0	0	0	0	0	0	0
"Solyc04g051650.2"	1	0	0	0	0	1	0	0	0	0
"Solyc04g051670.2"	0	0	0	1	0	0	0	0	0	1
"Solyc04g051680.2"	1	0	0	0	0	0	0	0	0	0
"Solyc04g051700.2"	2	2	0	0	1	0	0	0	1	1
"Solyc04g051710.1"	18	7	2	10	8	7	8	11	6	9
"Solyc04g051720.2"	695	407	371	364	356	334	84	610	523	792
"Solyc04g051780.2"	33	38	20	39	22	21	3	23	8	23
"Solyc04g051800.2"	28	33	14	50	24	26	1	14	5	14
"Solyc04g051830.2"	5	5	1	7	4	6	3	3	5	0
"Solyc04g051850.2"	319	183	173	361	262	172	126	232	138	318
"Solyc04g051860.2"	10	7	16	16	9	8	3	5	6	17
"Solyc04g051870.1"	6	3	9	9	7	6	2	8	0	12
"Solyc04g051880.1"	2	0	0	0	0	0	3	1	1	2
"Solyc04g051890.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g052980.1"	0	1	0	2	0	0	1	0	0	1
"Solyc04g053080.2"	10	6	13	19	6	10	0	4	3	6
"Solyc04g053120.2"	7	14	5	10	10	2	0	5	1	2
"Solyc04g053130.2"	0	0	1	0	1	0	0	0	0	1
"Solyc04g053140.1"	1447	1618	1255	2081	1536	1550	1350	1528	806	1950
"Solyc04g054140.2"	46	59	35	64	34	51	3	17	4	15
"Solyc04g054170.2"	35	34	22	65	29	23	12	14	20	30
"Solyc04g054180.2"	11	18	16	30	16	17	0	14	9	15
"Solyc04g054190.2"	0	0	0	0	1	0	0	0	0	0
"Solyc04g054200.2"	1	3	0	1	1	1	0	1	1	0
"Solyc04g054270.2"	0	1	0	0	0	0	0	0	0	0
"Solyc04g054290.1"	25	24	16	13	15	7	1	7	2	5
"Solyc04g054310.2"	16	11	6	18	19	3	1	9	9	24
"Solyc04g054320.2"	74	53	46	87	62	58	23	30	23	48
"Solyc04g054330.2"	147	173	124	247	191	81	56	138	56	194
"Solyc04g054340.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g054370.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g054400.2"	3	0	0	0	1	0	0	1	0	1
"Solyc04g054410.2"	7	10	7	4	5	3	0	5	0	1
"Solyc04g054460.2"	7	5	3	12	8	10	2	7	9	9
"Solyc04g054470.2"	40	36	32	66	37	28	1	11	15	24
"Solyc04g054480.2"	1	3	0	9	3	2	0	2	1	2
"Solyc04g054490.2"	2	3	2	1	1	0	0	1	0	0
"Solyc04g054630.1"	0	1	0	0	0	1	0	0	0	0
"Solyc04g054700.2"	2	8	6	15	9	1	0	4	0	2
"Solyc04g054710.2"	85	90	65	100	58	68	4	71	45	83
"Solyc04g054740.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g054760.2"	3	3	4	7	4	7	8	12	5	8
"Solyc04g054770.1"	0	1	1	1	1	5	0	2	1	0
"Solyc04g054780.2"	11	6	3	10	11	6	16	9	7	8
"Solyc04g054800.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g054810.2"	3	0	3	2	3	0	1	1	2	7
"Solyc04g054820.2"	40	45	37	71	43	32	5	42	33	66
"Solyc04g054830.2"	146	154	115	210	147	108	35	111	66	124
"Solyc04g054840.1"	0	1	2	5	1	2	0	0	0	1
"Solyc04g054880.2"	0	2	0	2	0	0	0	0	0	0
"Solyc04g054890.2"	4	7	5	19	9	1	1	1	0	1
"Solyc04g054900.2"	8	7	7	17	5	3	0	7	5	11
"Solyc04g054910.2"	3	2	1	3	2	0	1	3	1	0
"Solyc04g054930.2"	2	0	0	0	1	1	0	0	1	0
"Solyc04g054950.2"	1	3	2	6	3	4	0	3	5	2
"Solyc04g054960.1"	2897	2672	2177	3541	2426	2646	378	3447	1977	4177
"Solyc04g054980.2"	283	261	194	350	268	261	119	377	242	498
"Solyc04g054990.2"	12	9	8	9	11	14	0	13	11	14
"Solyc04g055000.2"	279	321	192	504	308	211	28	86	91	95
"Solyc04g055010.2"	1	1	2	5	0	2	0	0	0	1
"Solyc04g055020.1"	0	0	0	0	0	1	0	0	0	0
"Solyc04g055030.1"	0	0	0	0	0	0	0	0	0	1
"Solyc04g055060.1"	1	1	0	1	0	1	2	1	0	2
"Solyc04g055110.2"	0	5	0	3	1	0	0	0	0	0
"Solyc04g055120.2"	29	36	31	46	33	10	4	5	0	12
"Solyc04g055160.2"	0	0	0	0	0	0	0	0	0	1
"Solyc04g055170.2"	13	13	9	23	20	7	0	5	8	11
"Solyc04g055180.2"	1	0	0	0	0	0	0	0	0	0
"Solyc04g055190.2"	13	15	8	21	11	4	0	10	5	6
"Solyc04g055200.2"	71	47	41	72	35	26	5	29	28	32
"Solyc04g055210.2"	11	11	13	28	17	2	2	14	7	6
"Solyc04g055250.2"	2	2	0	1	0	0	0	1	1	1
"Solyc04g056260.1"	8	15	7	14	8	10	8	16	5	21
"Solyc04g056270.2"	2	2	1	2	0	1	0	0	0	2
"Solyc04g056280.2"	20	14	14	24	14	16	11	15	15	11
"Solyc04g056290.2"	75	45	41	83	48	44	6	36	25	49
"Solyc04g056320.1"	0	1	0	0	0	1	0	1	1	0
"Solyc04g056330.1"	12	5	6	8	9	5	18	8	5	12
"Solyc04g056340.2"	632	599	459	882	638	556	155	698	501	812
"Solyc04g056350.1"	41	27	23	51	32	45	127	63	44	87
"Solyc04g056360.2"	2884	3801	2721	4293	2562	2387	349	3046	1782	3530
"Solyc04g056370.2"	15	7	8	23	16	7	1	7	11	16
"Solyc04g056390.2"	630	576	432	971	611	607	159	579	459	741
"Solyc04g056400.2"	0	2	0	0	0	0	0	0	0	0
"Solyc04g056410.2"	1	1	0	0	0	0	0	0	0	0
"Solyc04g056430.2"	3	0	0	2	3	0	2	1	4	3
"Solyc04g056450.2"	0	2	0	0	0	1	0	0	0	0
"Solyc04g056500.1"	5	4	1	6	2	0	0	1	0	0
"Solyc04g056510.1"	6	4	1	3	2	1	0	1	2	0
"Solyc04g056520.1"	3	0	1	5	2	1	0	1	0	3
"Solyc04g056540.2"	0	1	0	0	1	0	0	0	0	0
"Solyc04g056550.1"	0	0	0	0	0	0	0	0	0	1
"Solyc04g056560.2"	296	311	194	458	242	257	42	192	114	309
"Solyc04g056570.2"	11	25	7	8	3	23	4	11	6	16
"Solyc04g056580.2"	6	6	4	11	4	11	1	4	2	4
"Solyc04g056590.2"	5	8	5	8	9	19	0	5	10	14
"Solyc04g056600.2"	63	72	54	125	64	55	3	40	28	75
"Solyc04g056610.2"	44	47	30	76	49	32	4	38	25	46
"Solyc04g056630.2"	288	342	228	498	270	252	52	137	98	229
"Solyc04g056640.1"	23	20	10	19	16	26	0	1	4	6
"Solyc04g056650.2"	178	167	141	292	170	160	19	154	72	170
"Solyc04g056660.1"	1	0	0	0	0	0	0	0	0	0
"Solyc04g056680.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g056700.1"	0	0	0	0	1	0	1	3	0	2
"Solyc04g056720.1"	6	5	6	6	6	9	12	1	4	8
"Solyc04g056730.2"	2	1	1	2	0	0	2	2	1	2
"Solyc04g057850.1"	1	1	0	0	0	0	0	0	0	0
"Solyc04g057860.1"	0	2	0	1	1	0	0	0	0	1
"Solyc04g057870.2"	2	1	1	2	2	0	0	1	0	1
"Solyc04g057880.2"	155	214	107	338	164	83	8	42	20	43
"Solyc04g057890.2"	2	3	0	4	2	0	1	0	1	4
"Solyc04g057900.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g057940.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g057950.1"	53	56	44	94	50	20	3	46	17	48
"Solyc04g057960.2"	1	0	0	1	0	1	0	1	0	0
"Solyc04g057970.2"	2	0	0	2	0	2	0	0	1	0
"Solyc04g057980.2"	0	0	0	1	0	0	0	1	0	0
"Solyc04g057990.2"	102	106	50	97	82	77	8	25	13	25
"Solyc04g058000.1"	0	0	0	0	1	0	0	0	0	0
"Solyc04g058020.1"	11	4	4	5	6	11	77	9	11	31
"Solyc04g058060.1"	0	0	1	2	4	0	0	0	0	0
"Solyc04g058070.2"	244	366	187	420	278	220	35	101	76	154
"Solyc04g058090.2"	1	0	1	1	0	0	0	0	1	0
"Solyc04g058130.2"	0	1	1	0	0	0	0	0	0	0
"Solyc04g058140.2"	0	0	0	0	0	0	0	1	0	0
"Solyc04g058150.2"	1	0	0	0	0	0	1	0	0	1
"Solyc04g058180.2"	3	6	1	5	2	0	1	2	1	0
"Solyc04g058190.2"	9	17	6	20	4	4	1	12	4	7
"Solyc04g063210.2"	9	7	10	17	16	4	6	7	12	18
"Solyc04g063230.2"	5524	6846	4248	9748	5522	4309	435	2564	1919	2892
"Solyc04g063240.2"	0	0	0	1	1	1	0	1	0	0
"Solyc04g063270.1"	0	0	0	3	1	0	0	1	0	0
"Solyc04g063280.2"	11	17	12	20	16	12	6	5	4	15
"Solyc04g063290.2"	12	11	11	18	14	8	7	9	2	14
"Solyc04g063300.1"	0	1	0	0	0	0	0	0	0	0
"Solyc04g063340.1"	5	7	8	13	7	6	0	0	1	6
"Solyc04g063350.2"	0	0	0	0	0	0	2	0	0	0
"Solyc04g063360.2"	3	3	1	2	3	2	0	0	0	1
"Solyc04g063370.1"	0	0	0	0	0	1	0	0	0	0
"Solyc04g064480.2"	8	4	3	6	4	5	0	3	6	6
"Solyc04g064490.2"	18	14	11	28	20	16	1	11	10	18
"Solyc04g064500.2"	610	576	471	900	524	529	80	553	316	664
"Solyc04g064510.2"	21	19	11	22	17	15	6	20	22	34
"Solyc04g064520.2"	17	17	4	14	14	13	4	13	15	13
"Solyc04g064530.1"	0	0	0	1	0	0	0	0	0	1
"Solyc04g064540.2"	1	0	0	1	1	0	0	1	1	3
"Solyc04g064550.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g064560.2"	1	3	1	2	2	1	0	1	0	2
"Solyc04g064570.2"	36	32	19	60	33	23	1	14	3	15
"Solyc04g064580.1"	0	0	0	0	1	0	0	0	0	0
"Solyc04g064610.2"	25	22	22	21	22	14	20	40	20	40
"Solyc04g064670.2"	2	2	0	1	0	0	0	1	0	0
"Solyc04g064680.2"	0	0	0	1	2	0	0	1	0	0
"Solyc04g064700.2"	81	129	77	155	93	59	11	43	21	47
"Solyc04g064710.2"	17	20	15	25	20	9	3	8	8	9
"Solyc04g064720.2"	0	0	0	2	0	0	0	0	0	4
"Solyc04g064750.1"	3	2	0	4	2	0	2	0	0	1
"Solyc04g064760.2"	40	42	26	64	42	28	2	22	14	19
"Solyc04g064770.1"	5	5	1	3	1	3	0	0	2	3
"Solyc04g064800.2"	3	3	0	1	1	1	1	0	0	0
"Solyc04g064810.2"	136	141	98	164	115	135	26	101	75	134
"Solyc04g064820.2"	9	3	2	14	6	5	0	8	5	11
"Solyc04g064830.2"	6	12	6	15	4	12	1	13	8	29
"Solyc04g064850.2"	9	4	3	5	4	5	0	1	1	1
"Solyc04g064860.1"	7	4	3	5	5	7	8	4	2	7
"Solyc04g064870.2"	1	0	0	2	0	0	0	0	0	0
"Solyc04g064930.2"	0	4	2	9	4	4	1	6	4	9
"Solyc04g064950.1"	0	1	0	1	0	1	1	0	1	0
"Solyc04g070980.2"	20	28	24	29	18	9	2	13	6	20
"Solyc04g070990.2"	3	1	2	2	0	1	0	1	1	0
"Solyc04g071010.2"	0	0	1	0	1	0	0	0	0	0
"Solyc04g071040.2"	1	4	5	9	11	2	1	1	2	2
"Solyc04g071050.2"	1	0	0	1	0	0	2	3	0	0
"Solyc04g071130.1"	9	8	3	13	10	7	4	6	4	8
"Solyc04g071140.2"	133	132	72	220	144	107	35	78	65	123
"Solyc04g071150.2"	2	4	3	7	2	4	0	2	2	1
"Solyc04g071160.2"	1	2	3	0	0	0	0	0	0	1
"Solyc04g071170.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g071180.2"	715	547	457	696	438	540	119	648	504	661
"Solyc04g071260.2"	4	4	6	12	9	8	1	7	5	14
"Solyc04g071280.1"	1	0	1	0	1	0	0	0	0	0
"Solyc04g071290.2"	30	46	30	57	30	21	7	20	19	28
"Solyc04g071310.2"	64	39	29	66	39	45	11	55	54	74
"Solyc04g071320.2"	13	10	5	15	14	10	1	5	2	8
"Solyc04g071330.2"	5	4	3	4	1	2	2	2	1	5
"Solyc04g071340.2"	21	23	16	30	16	20	3	16	17	20
"Solyc04g071350.2"	4	9	6	15	4	8	0	2	4	5
"Solyc04g071360.2"	1	5	2	1	1	1	0	0	0	0
"Solyc04g071370.1"	0	0	0	0	0	0	0	0	0	1
"Solyc04g071440.2"	4	9	8	15	9	3	0	3	1	11
"Solyc04g071470.2"	2	5	4	5	3	2	3	4	1	3
"Solyc04g071480.1"	17	30	21	44	26	16	7	35	27	67
"Solyc04g071510.2"	12	18	14	26	23	7	3	7	4	4
"Solyc04g071550.2"	99	72	58	119	77	58	14	59	38	76
"Solyc04g071560.2"	10	6	7	12	5	8	3	8	4	12
"Solyc04g071570.2"	7	4	1	8	9	1	0	2	1	0
"Solyc04g071580.2"	0	0	1	0	1	0	0	0	0	0
"Solyc04g071610.2"	10	2	1	8	1	8	21	4	4	5
"Solyc04g071620.2"	0	0	0	0	0	0	0	0	0	1
"Solyc04g071630.2"	2	4	1	3	2	3	0	2	2	1
"Solyc04g071650.2"	0	1	0	1	1	0	0	0	0	0
"Solyc04g071660.2"	67	103	39	124	82	36	26	8	7	14
"Solyc04g071680.1"	1	0	0	0	0	0	0	0	0	0
"Solyc04g071690.2"	3	1	0	4	3	0	1	1	0	4
"Solyc04g071700.2"	83	68	54	117	72	60	13	48	40	55
"Solyc04g071710.2"	5	6	0	5	1	4	0	7	3	4
"Solyc04g071720.1"	0	0	0	1	0	0	1	0	0	1
"Solyc04g071730.2"	10	8	5	14	6	9	2	12	9	21
"Solyc04g071750.2"	905	1061	803	1879	1111	626	213	746	422	1010
"Solyc04g071760.2"	116	99	70	168	92	80	16	127	52	119
"Solyc04g071860.2"	116	141	84	207	152	96	25	65	45	95
"Solyc04g071880.2"	51	49	36	84	40	30	7	16	5	18
"Solyc04g071890.2"	0	0	1	0	0	1	0	0	0	1
"Solyc04g071940.2"	1	0	0	0	0	0	0	0	1	0
"Solyc04g071970.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g071980.2"	6	7	9	4	3	8	2	8	5	4
"Solyc04g071990.2"	27	30	24	27	24	16	5	17	3	9
"Solyc04g072000.2"	0	0	0	0	0	0	1	0	0	0
"Solyc04g072010.2"	11	13	4	10	5	6	0	3	2	3
"Solyc04g072020.2"	1	3	2	20	12	0	0	2	0	1
"Solyc04g072040.1"	3	4	0	6	2	1	0	2	2	1
"Solyc04g072050.2"	2	7	5	2	7	3	0	0	3	1
"Solyc04g072060.2"	648	445	368	939	575	532	459	692	390	792
"Solyc04g072100.1"	0	0	0	1	1	0	4	0	1	0
"Solyc04g072110.2"	127	72	54	93	82	109	40	57	64	64
"Solyc04g072120.2"	381	369	269	582	403	316	222	298	194	397
"Solyc04g072130.1"	36	24	13	45	21	7	1	3	1	10
"Solyc04g072140.2"	6	11	7	6	5	10	6	7	1	11
"Solyc04g072150.1"	59	77	47	78	55	18	1	27	8	23
"Solyc04g072160.2"	5	0	1	3	3	4	0	0	1	4
"Solyc04g072170.1"	0	1	0	0	1	0	0	0	0	0
"Solyc04g072180.1"	1168	1142	932	1547	1105	1002	407	1033	637	1379
"Solyc04g072190.2"	885	1342	1091	1756	1205	684	455	1074	351	1502
"Solyc04g072200.1"	2	0	3	2	4	0	0	0	1	4
"Solyc04g072210.2"	1	0	0	0	0	1	0	0	0	0
"Solyc04g072220.2"	6	7	2	3	7	1	0	6	0	0
"Solyc04g072230.2"	9	12	10	11	9	4	1	3	2	10
"Solyc04g072240.2"	0	0	0	0	1	0	0	0	0	1
"Solyc04g072260.1"	0	0	1	0	1	0	0	0	0	0
"Solyc04g072280.2"	1	2	0	0	0	1	0	2	0	0
"Solyc04g072290.2"	39	38	33	37	28	21	2	25	4	20
"Solyc04g072300.1"	0	0	0	0	0	0	0	0	0	1
"Solyc04g072350.1"	26	17	21	16	10	43	10	41	26	54
"Solyc04g072360.1"	3	5	3	4	3	4	3	2	3	7
"Solyc04g072380.2"	33	60	34	93	54	21	8	11	8	10
"Solyc04g072390.2"	2	0	0	0	0	0	0	0	0	0
"Solyc04g072400.2"	2	0	1	2	0	1	0	1	0	2
"Solyc04g072410.2"	0	0	2	4	0	0	0	0	1	3
"Solyc04g072440.2"	20	22	36	65	40	26	2	38	16	52
"Solyc04g072450.2"	1	0	0	0	0	1	0	2	0	2
"Solyc04g072480.2"	62	48	45	56	47	65	11	46	38	70
"Solyc04g072490.2"	3	3	2	3	4	4	0	2	2	4
"Solyc04g072510.2"	238	167	115	309	179	96	30	160	69	170
"Solyc04g072520.1"	12	8	8	13	13	13	0	11	7	10
"Solyc04g072530.2"	12	13	11	21	13	13	2	16	8	21
"Solyc04g072540.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g072550.1"	2	0	0	0	0	0	0	0	0	0
"Solyc04g072560.2"	5	7	9	17	7	5	0	4	0	7
"Solyc04g072570.2"	18	20	16	29	13	23	2	3	7	5
"Solyc04g072630.2"	0	0	0	0	0	1	0	0	0	0
"Solyc04g072640.2"	1	0	1	1	1	0	0	0	2	1
"Solyc04g072650.1"	1	0	0	0	1	0	0	0	0	1
"Solyc04g072660.2"	17	13	10	27	19	19	12	18	7	37
"Solyc04g072670.2"	217	218	135	320	224	117	26	50	36	67
"Solyc04g072690.2"	2	0	0	0	2	0	1	0	4	0
"Solyc04g072720.2"	0	0	0	0	1	0	0	0	0	0
"Solyc04g072730.1"	0	0	0	0	0	0	0	1	0	0
"Solyc04g072750.2"	13	16	10	11	8	13	63	23	16	36
"Solyc04g072760.2"	42	69	24	78	53	31	5	16	20	28
"Solyc04g072770.2"	20	23	12	24	19	20	0	10	5	15
"Solyc04g072780.2"	24	20	13	30	24	15	3	21	19	32
"Solyc04g072790.1"	3	1	1	4	3	1	0	0	0	2
"Solyc04g072800.2"	40	29	24	46	30	25	6	29	18	39
"Solyc04g072810.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g072820.1"	1	2	1	4	1	5	0	0	0	1
"Solyc04g072830.2"	14	16	9	19	22	2	0	4	1	7
"Solyc04g072840.2"	3	9	4	11	7	0	0	0	0	1
"Solyc04g072860.2"	342	404	322	379	470	161	46	234	154	453
"Solyc04g072880.2"	1	1	3	3	4	0	0	1	1	1
"Solyc04g072890.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g072900.1"	1	0	0	0	0	0	0	0	0	0
"Solyc04g072910.2"	5272	4514	3762	7066	4270	3936	418	4155	2708	4290
"Solyc04g072930.1"	157	195	139	265	142	88	13	78	40	81
"Solyc04g072940.2"	1	0	0	0	0	0	0	0	0	0
"Solyc04g073970.2"	1	0	0	0	1	0	0	0	0	0
"Solyc04g073980.2"	12	11	9	5	2	6	1	4	0	2
"Solyc04g073990.2"	6	5	3	8	5	3	0	3	1	6
"Solyc04g074040.2"	26	29	27	67	28	32	6	30	19	38
"Solyc04g074070.1"	9	6	6	3	5	3	0	7	4	10
"Solyc04g074090.2"	0	4	2	5	0	1	0	0	0	1
"Solyc04g074100.2"	41	51	38	83	46	30	9	42	30	62
"Solyc04g074110.2"	0	1	0	1	0	2	0	0	1	0
"Solyc04g074120.2"	0	0	1	0	0	0	0	0	0	0
"Solyc04g074130.2"	1	0	0	1	1	0	0	0	1	1
"Solyc04g074140.2"	430	574	461	728	617	219	108	299	132	356
"Solyc04g074150.1"	1	0	0	2	0	0	0	1	1	1
"Solyc04g074180.2"	0	0	0	2	3	0	0	0	0	0
"Solyc04g074220.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g074230.2"	0	1	0	1	0	1	1	0	2	0
"Solyc04g074240.2"	1009	1007	696	1250	851	956	273	796	346	947
"Solyc04g074250.1"	22	29	11	35	23	22	5	14	7	7
"Solyc04g074270.2"	11	10	4	24	10	10	1	2	4	6
"Solyc04g074280.1"	1	0	0	2	0	0	0	0	1	0
"Solyc04g074290.2"	0	1	0	1	0	0	0	1	0	3
"Solyc04g074300.2"	4	1	1	7	5	0	0	1	1	8
"Solyc04g074350.2"	0	0	0	0	0	0	1	0	0	0
"Solyc04g074400.1"	0	0	0	0	0	0	4	1	0	0
"Solyc04g074410.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g074450.1"	0	0	0	0	1	0	0	0	0	0
"Solyc04g074470.1"	0	0	0	0	0	0	0	0	0	1
"Solyc04g074480.2"	436	491	347	770	468	332	53	354	205	544
"Solyc04g074490.2"	9	3	6	18	5	2	2	4	1	1
"Solyc04g074500.2"	0	0	0	0	1	0	0	0	0	0
"Solyc04g074510.2"	2276	2496	1708	4290	2450	2084	1502	2148	1580	2988
"Solyc04g074550.2"	437	472	308	629	441	289	161	249	241	411
"Solyc04g074560.1"	2	1	0	1	0	0	0	2	0	0
"Solyc04g074570.1"	0	1	0	1	0	0	0	0	0	0
"Solyc04g074580.1"	135	119	73	190	137	135	192	149	103	251
"Solyc04g074590.2"	0	0	1	2	1	0	1	0	0	0
"Solyc04g074630.2"	0	0	0	1	2	0	0	0	0	0
"Solyc04g074650.2"	1	5	5	9	6	0	0	3	0	6
"Solyc04g074660.1"	13	22	15	48	21	18	1	13	8	10
"Solyc04g074670.2"	2	0	0	3	0	0	0	0	0	0
"Solyc04g074680.1"	0	0	0	0	0	0	0	0	0	1
"Solyc04g074690.2"	9	6	6	6	11	8	3	4	3	11
"Solyc04g074720.2"	15	16	11	18	17	5	3	5	2	5
"Solyc04g074730.1"	1	4	1	1	2	1	2	1	0	2
"Solyc04g074740.2"	0	0	0	0	0	0	0	0	0	1
"Solyc04g074750.2"	0	1	1	0	1	0	0	0	1	0
"Solyc04g074760.2"	301	315	232	523	297	184	27	294	144	257
"Solyc04g074770.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g074800.2"	21	18	18	21	21	18	2	10	15	8
"Solyc04g074830.1"	307	347	250	431	308	315	82	222	147	267
"Solyc04g074840.2"	0	0	0	1	0	0	1	0	0	0
"Solyc04g074850.2"	0	0	0	2	1	0	2	4	0	2
"Solyc04g074860.2"	2	4	2	2	3	1	0	2	0	2
"Solyc04g074900.2"	17	19	4	22	18	16	16	8	13	20
"Solyc04g074910.2"	35	28	32	44	30	45	147	60	62	136
"Solyc04g074920.2"	1	0	0	0	0	0	0	0	0	0
"Solyc04g074930.2"	1	0	2	0	3	1	1	1	1	1
"Solyc04g074940.2"	6	3	4	24	8	9	6	9	8	18
"Solyc04g074950.2"	13	6	6	6	6	4	0	12	3	24
"Solyc04g074960.2"	1	0	0	0	0	0	0	0	0	0
"Solyc04g074970.2"	35	33	23	33	25	31	13	26	16	30
"Solyc04g074980.2"	55	61	25	61	45	32	5	25	11	39
"Solyc04g074990.2"	0	0	0	0	0	0	0	1	0	0
"Solyc04g075000.1"	0	0	1	0	0	0	0	0	0	0
"Solyc04g076010.2"	1	0	0	0	0	0	0	0	0	0
"Solyc04g076020.2"	5	14	10	18	6	3	1	2	2	3
"Solyc04g076040.2"	3	6	2	11	0	3	0	2	2	5
"Solyc04g076050.2"	9	5	2	10	7	12	0	3	7	11
"Solyc04g076060.2"	3	2	1	4	2	1	0	5	0	0
"Solyc04g076080.2"	17	7	5	38	20	10	0	5	3	7
"Solyc04g076090.2"	2	5	1	2	2	1	2	1	1	3
"Solyc04g076100.2"	11	23	7	26	17	3	0	2	3	2
"Solyc04g076110.2"	32	50	30	77	45	29	11	36	45	50
"Solyc04g076120.2"	1	2	1	2	2	1	0	0	0	0
"Solyc04g076130.2"	0	0	0	1	0	0	0	0	0	0
"Solyc04g076140.2"	611	897	498	1194	682	444	55	293	174	348
"Solyc04g076150.2"	24543	20720	17454	27239	19013	15401	10043	26863	12093	32121
"Solyc04g076160.1"	1	0	0	0	0	0	0	0	0	0
"Solyc04g076170.1"	0	0	0	1	0	0	0	0	0	0
"Solyc04g076180.2"	1	0	0	1	0	0	0	0	0	0
"Solyc04g076190.1"	4	2	2	6	5	0	1	3	0	3
"Solyc04g076200.2"	43	51	31	49	36	44	39	69	42	113
"Solyc04g076210.2"	190	325	202	473	330	184	49	112	45	176
